canton_code,canton_name,noga_division,noga_label,year,etablissements,emplois,emplois_eq_plein_temps
6,"Obwalden",96,"96 Autres services personnels",2023,176,240,149
7,"Nidwalden",999,"Division économique - total",2023,4269,25421,19263
7,"Nidwalden",1,"01 Culture et production animale, chasse et services annexes",2023,404,1110,676
7,"Nidwalden",2,"02 Sylviculture et exploitation forestière",2023,12,66,58
7,"Nidwalden",5,"05 Extraction de houille et de lignite",2023,0,0,0
7,"Nidwalden",6,"06 Extraction d'hydrocarbures",2023,0,0,0
7,"Nidwalden",7,"07 Extraction de minerais métalliques",2023,0,0,0
7,"Nidwalden",8,"08 Autres industries extractives",2023,6,63,60
7,"Nidwalden",9,"09 Services de soutien aux industries extractives",2023,0,0,0
7,"Nidwalden",10,"10 Industries alimentaires",2023,33,245,186
7,"Nidwalden",11,"11 Fabrication de boissons",2023,,13,11
7,"Nidwalden",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
7,"Nidwalden",13,"13 Fabrication de textiles",2023,8,32,20
7,"Nidwalden",14,"14 Industrie de l'habillement",2023,7,15,11
7,"Nidwalden",15,"15 Industrie du cuir et de la chaussure",2023,4,6,5
7,"Nidwalden",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,45,398,347
7,"Nidwalden",17,"17 Industrie du papier et du carton",2023,,58,49
7,"Nidwalden",18,"18 Imprimerie et reproduction d'enregistrements",2023,9,144,112
7,"Nidwalden",19,"19 Cokéfaction et raffinage",2023,0,0,0
7,"Nidwalden",20,"20 Industrie chimique",2023,4,56,50
7,"Nidwalden",21,"21 Industrie pharmaceutique",2023,4,7,5
7,"Nidwalden",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,,41,33
7,"Nidwalden",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,8,241,225
7,"Nidwalden",24,"24 Métallurgie",2023,,4,
7,"Nidwalden",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,36,441,389
7,"Nidwalden",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,6,116,99
7,"Nidwalden",27,"27 Fabrication d'équipements électriques",2023,6,36,27
7,"Nidwalden",28,"28 Fabrication de machines et équipements n.c.a.",2023,9,65,53
7,"Nidwalden",29,"29 Industrie automobile",2023,4,35,31
7,"Nidwalden",30,"30 Fabrication d'autres matériels de transport",2023,9,2667,2543
7,"Nidwalden",31,"31 Fabrication de meubles",2023,4,24,22
7,"Nidwalden",32,"32 Autres industries manufacturières",2023,19,44,32
7,"Nidwalden",33,"33 Réparation et installation de machines et d'équipements",2023,34,397,360
7,"Nidwalden",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,10,137,113
7,"Nidwalden",37,"37 Collecte et traitement des eaux usées",2023,4,14,10
7,"Nidwalden",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,5,33,27
7,"Nidwalden",39,"39 Dépollution et autres services de gestion des déchets",2023,0,0,0
7,"Nidwalden",41,"41 Construction de bâtiments",2023,59,302,251
7,"Nidwalden",42,"42 Génie civil",2023,5,137,130
7,"Nidwalden",43,"43 Travaux de construction spécialisés",2023,226,1397,1252
7,"Nidwalden",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,85,407,359
7,"Nidwalden",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,178,926,775
7,"Nidwalden",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,254,1513,1063
7,"Nidwalden",49,"49 Transports terrestres et transport par conduites",2023,51,736,581
7,"Nidwalden",50,"50 Transports par eau",2023,,28,24
7,"Nidwalden",51,"51 Transports aériens",2023,4,13,12
7,"Nidwalden",52,"52 Entreposage et services auxiliaires des transports",2023,23,135,102
7,"Nidwalden",53,"53 Activités de poste et de courrier",2023,6,68,56
7,"Nidwalden",55,"55 Hébergement",2023,44,838,694
7,"Nidwalden",56,"56 Restauration",2023,114,778,593
7,"Nidwalden",58,"58 Édition",2023,9,25,18
7,"Nidwalden",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,13,25,18
7,"Nidwalden",60,"60 Programmation et diffusion",2023,0,0,0
7,"Nidwalden",61,"61 Télécommunications",2023,5,32,27
7,"Nidwalden",62,"62 Programmation, conseil et autres activités informatiques",2023,111,238,190
7,"Nidwalden",63,"63 Services d'information",2023,7,33,30
7,"Nidwalden",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,130,575,444
7,"Nidwalden",65,"65 Assurance",2023,9,72,53
7,"Nidwalden",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,74,230,176
7,"Nidwalden",68,"68 Activités immobilières",2023,206,488,280
7,"Nidwalden",69,"69 Activités juridiques et comptables",2023,152,352,236
7,"Nidwalden",70,"70 Activités des sièges sociaux, conseil de gestion",2023,216,647,498
7,"Nidwalden",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,199,838,674
7,"Nidwalden",72,"72 Recherche-développement scientifique",2023,12,24,19
7,"Nidwalden",73,"73 Publicité et études de marché",2023,35,404,180
7,"Nidwalden",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,90,259,148
7,"Nidwalden",75,"75 Activités vétérinaires",2023,5,24,19
7,"Nidwalden",77,"77 Activités de location et location-bail",2023,18,118,102
7,"Nidwalden",78,"78 Activités liées à l'emploi",2023,13,305,265
7,"Nidwalden",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,19,49,31
7,"Nidwalden",80,"80 Enquêtes et sécurité",2023,,26,9
7,"Nidwalden",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,94,387,261
7,"Nidwalden",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,27,72,36
7,"Nidwalden",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,57,870,674
7,"Nidwalden",85,"85 Enseignement",2023,174,1352,754
7,"Nidwalden",86,"86 Activités pour la santé humaine",2023,331,1618,1140
7,"Nidwalden",87,"87 Hébergement médico-social et social",2023,13,916,620
7,"Nidwalden",88,"88 Action sociale sans hébergement",2023,57,362,205
7,"Nidwalden",90,"90 Activités créatives, artistiques et de spectacle",2023,68,106,49
7,"Nidwalden",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,,14,6
7,"Nidwalden",93,"93 Activités sportives, récréatives et de loisirs",2023,71,259,130
7,"Nidwalden",94,"94 Activités des organisations associatives",2023,78,494,233
7,"Nidwalden",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,14,49,39
7,"Nidwalden",96,"96 Autres services personnels",2023,205,368,248
8,"Glarus",999,"Division économique - total",2023,3420,23131,17864
8,"Glarus",1,"01 Culture et production animale, chasse et services annexes",2023,346,926,601
8,"Glarus",2,"02 Sylviculture et exploitation forestière",2023,11,66,55
8,"Glarus",5,"05 Extraction de houille et de lignite",2023,0,0,0
8,"Glarus",6,"06 Extraction d'hydrocarbures",2023,0,0,0
8,"Glarus",7,"07 Extraction de minerais métalliques",2023,0,0,0
8,"Glarus",9,"09 Services de soutien aux industries extractives",2023,0,0,0
8,"Glarus",10,"10 Industries alimentaires",2023,44,1012,852
8,"Glarus",11,"11 Fabrication de boissons",2023,,51,47
8,"Glarus",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
8,"Glarus",13,"13 Fabrication de textiles",2023,9,167,152
8,"Glarus",14,"14 Industrie de l'habillement",2023,7,9,6
8,"Glarus",15,"15 Industrie du cuir et de la chaussure",2023,0,0,0
8,"Glarus",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,45,266,235
8,"Glarus",17,"17 Industrie du papier et du carton",2023,5,84,72
8,"Glarus",18,"18 Imprimerie et reproduction d'enregistrements",2023,10,66,56
8,"Glarus",19,"19 Cokéfaction et raffinage",2023,0,0,0
8,"Glarus",20,"20 Industrie chimique",2023,4,31,30
8,"Glarus",21,"21 Industrie pharmaceutique",2023,4,121,111
8,"Glarus",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,11,851,742
8,"Glarus",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,12,504,485
8,"Glarus",24,"24 Métallurgie",2023,,208,198
8,"Glarus",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,43,414,371
8,"Glarus",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,6,58,52
8,"Glarus",27,"27 Fabrication d'équipements électriques",2023,4,51,47
8,"Glarus",28,"28 Fabrication de machines et équipements n.c.a.",2023,17,754,707
8,"Glarus",29,"29 Industrie automobile",2023,,8,7
8,"Glarus",30,"30 Fabrication d'autres matériels de transport",2023,,101,96
8,"Glarus",31,"31 Fabrication de meubles",2023,9,162,142
8,"Glarus",32,"32 Autres industries manufacturières",2023,23,92,70
8,"Glarus",33,"33 Réparation et installation de machines et d'équipements",2023,22,116,103
8,"Glarus",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,20,301,236
8,"Glarus",37,"37 Collecte et traitement des eaux usées",2023,,16,15
8,"Glarus",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,10,208,188
8,"Glarus",39,"39 Dépollution et autres services de gestion des déchets",2023,0,0,0
8,"Glarus",41,"41 Construction de bâtiments",2023,67,1013,948
8,"Glarus",42,"42 Génie civil",2023,11,152,139
8,"Glarus",43,"43 Travaux de construction spécialisés",2023,248,1153,1032
8,"Glarus",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,98,392,325
8,"Glarus",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,90,795,696
8,"Glarus",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,249,1508,1101
8,"Glarus",49,"49 Transports terrestres et transport par conduites",2023,60,536,437
8,"Glarus",50,"50 Transports par eau",2023,0,0,0
8,"Glarus",51,"51 Transports aériens",2023,,30,25
8,"Glarus",52,"52 Entreposage et services auxiliaires des transports",2023,9,268,228
8,"Glarus",53,"53 Activités de poste et de courrier",2023,15,169,119
8,"Glarus",55,"55 Hébergement",2023,58,302,219
8,"Glarus",56,"56 Restauration",2023,137,599,405
8,"Glarus",58,"58 Édition",2023,5,43,32
8,"Glarus",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,10,22,12
8,"Glarus",61,"61 Télécommunications",2023,,14,13
8,"Glarus",62,"62 Programmation, conseil et autres activités informatiques",2023,56,193,161
8,"Glarus",63,"63 Services d'information",2023,,8,4
8,"Glarus",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,41,597,521
8,"Glarus",65,"65 Assurance",2023,9,134,104
8,"Glarus",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,31,158,131
8,"Glarus",68,"68 Activités immobilières",2023,91,246,124
8,"Glarus",69,"69 Activités juridiques et comptables",2023,84,276,191
8,"Glarus",70,"70 Activités des sièges sociaux, conseil de gestion",2023,57,156,116
8,"Glarus",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,129,539,442
8,"Glarus",72,"72 Recherche-développement scientifique",2023,,7,5
8,"Glarus",73,"73 Publicité et études de marché",2023,23,67,45
8,"Glarus",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,59,71,39
8,"Glarus",75,"75 Activités vétérinaires",2023,4,34,24
8,"Glarus",77,"77 Activités de location et location-bail",2023,12,40,29
8,"Glarus",78,"78 Activités liées à l'emploi",2023,7,93,72
8,"Glarus",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,12,40,22
8,"Glarus",80,"80 Enquêtes et sécurité",2023,,24,11
8,"Glarus",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,91,568,426
8,"Glarus",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,13,79,63
8,"Glarus",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,36,630,509
8,"Glarus",85,"85 Enseignement",2023,156,1458,915
8,"Glarus",86,"86 Activités pour la santé humaine",2023,250,1592,1033
8,"Glarus",87,"87 Hébergement médico-social et social",2023,26,1026,701
8,"Glarus",88,"88 Action sociale sans hébergement",2023,67,420,215
8,"Glarus",90,"90 Activités créatives, artistiques et de spectacle",2023,56,80,37
8,"Glarus",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,7,45,21
8,"Glarus",92,"92 Organisation de jeux de hasard et d'argent",2023,0,0,0
8,"Glarus",93,"93 Activités sportives, récréatives et de loisirs",2023,51,279,154
8,"Glarus",94,"94 Activités des organisations associatives",2023,71,293,145
8,"Glarus",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,9,12,9
8,"Glarus",96,"96 Autres services personnels",2023,224,308,178
9,"Zug",999,"Division économique - total",2023,20321,131705,105650
9,"Zug",1,"01 Culture et production animale, chasse et services annexes",2023,554,1742,1115
9,"Zug",2,"02 Sylviculture et exploitation forestière",2023,17,79,69
9,"Zug",3,"03 Pêche et aquaculture",2023,4,7,6
9,"Zug",5,"05 Extraction de houille et de lignite",2023,0,0,0
9,"Zug",6,"06 Extraction d'hydrocarbures",2023,0,0,0
9,"Zug",7,"07 Extraction de minerais métalliques",2023,0,0,0
9,"Zug",8,"08 Autres industries extractives",2023,5,33,31
9,"Zug",10,"10 Industries alimentaires",2023,84,1232,1017
9,"Zug",11,"11 Fabrication de boissons",2023,15,87,74
9,"Zug",12,"12 Fabrication de produits à base de tabac",2023,,4,
9,"Zug",13,"13 Fabrication de textiles",2023,12,31,22
9,"Zug",14,"14 Industrie de l'habillement",2023,33,124,94
9,"Zug",15,"15 Industrie du cuir et de la chaussure",2023,,4,
9,"Zug",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,105,905,810
9,"Zug",17,"17 Industrie du papier et du carton",2023,,35,33
9,"Zug",18,"18 Imprimerie et reproduction d'enregistrements",2023,35,291,250
9,"Zug",19,"19 Cokéfaction et raffinage",2023,0,0,0
9,"Zug",20,"20 Industrie chimique",2023,33,175,139
9,"Zug",21,"21 Industrie pharmaceutique",2023,40,728,693
9,"Zug",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,13,141,124
9,"Zug",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,24,192,163
9,"Zug",24,"24 Métallurgie",2023,9,93,82
9,"Zug",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,95,656,588
9,"Zug",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,59,5692,5433
9,"Zug",27,"27 Fabrication d'équipements électriques",2023,31,1345,1266
9,"Zug",28,"28 Fabrication de machines et équipements n.c.a.",2023,64,988,909
9,"Zug",29,"29 Industrie automobile",2023,5,10,8
9,"Zug",30,"30 Fabrication d'autres matériels de transport",2023,7,30,27
9,"Zug",31,"31 Fabrication de meubles",2023,15,115,105
9,"Zug",32,"32 Autres industries manufacturières",2023,91,613,539
9,"Zug",33,"33 Réparation et installation de machines et d'équipements",2023,48,246,207
9,"Zug",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,33,620,533
9,"Zug",36,"36 Captage, traitement et distribution d'eau",2023,8,38,22
9,"Zug",37,"37 Collecte et traitement des eaux usées",2023,6,118,113
9,"Zug",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,21,161,137
9,"Zug",41,"41 Construction de bâtiments",2023,251,1731,1527
9,"Zug",42,"42 Génie civil",2023,26,479,461
9,"Zug",43,"43 Travaux de construction spécialisés",2023,727,5077,4561
9,"Zug",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,285,2365,2138
9,"Zug",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,1579,14693,13213
9,"Zug",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,921,5277,3959
9,"Zug",49,"49 Transports terrestres et transport par conduites",2023,187,1872,1591
9,"Zug",50,"50 Transports par eau",2023,52,1072,938
9,"Zug",51,"51 Transports aériens",2023,4,31,26
9,"Zug",52,"52 Entreposage et services auxiliaires des transports",2023,87,1718,1445
9,"Zug",53,"53 Activités de poste et de courrier",2023,33,372,327
9,"Zug",55,"55 Hébergement",2023,47,620,467
9,"Zug",56,"56 Restauration",2023,371,4537,3391
9,"Zug",58,"58 Édition",2023,57,464,340
9,"Zug",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,79,316,233
9,"Zug",60,"60 Programmation et diffusion",2023,7,65,50
9,"Zug",61,"61 Télécommunications",2023,35,135,116
9,"Zug",62,"62 Programmation, conseil et autres activités informatiques",2023,1584,7093,6238
9,"Zug",63,"63 Services d'information",2023,114,433,362
9,"Zug",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,1234,4946,3890
9,"Zug",65,"65 Assurance",2023,31,315,240
9,"Zug",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,895,4710,4012
9,"Zug",68,"68 Activités immobilières",2023,882,2516,1583
9,"Zug",69,"69 Activités juridiques et comptables",2023,1004,3302,2500
9,"Zug",70,"70 Activités des sièges sociaux, conseil de gestion",2023,2121,7781,6468
9,"Zug",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,704,3338,2819
9,"Zug",72,"72 Recherche-développement scientifique",2023,147,1858,1701
9,"Zug",73,"73 Publicité et études de marché",2023,223,1513,945
9,"Zug",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,552,977,683
9,"Zug",75,"75 Activités vétérinaires",2023,26,205,153
9,"Zug",77,"77 Activités de location et location-bail",2023,113,845,699
9,"Zug",78,"78 Activités liées à l'emploi",2023,211,4721,3913
9,"Zug",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,82,498,399
9,"Zug",80,"80 Enquêtes et sécurité",2023,27,304,169
9,"Zug",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,373,3493,2227
9,"Zug",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,152,689,526
9,"Zug",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,116,2505,2102
9,"Zug",85,"85 Enseignement",2023,661,6363,4090
9,"Zug",86,"86 Activités pour la santé humaine",2023,1155,6205,4327
9,"Zug",87,"87 Hébergement médico-social et social",2023,41,2343,1687
9,"Zug",88,"88 Action sociale sans hébergement",2023,224,2069,1324
9,"Zug",90,"90 Activités créatives, artistiques et de spectacle",2023,198,353,168
9,"Zug",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,24,211,119
9,"Zug",92,"92 Organisation de jeux de hasard et d'argent",2023,0,0,0
9,"Zug",93,"93 Activités sportives, récréatives et de loisirs",2023,266,1380,756
9,"Zug",94,"94 Activités des organisations associatives",2023,248,1984,1153
9,"Zug",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,50,227,199
9,"Zug",96,"96 Autres services personnels",2023,638,1163,800
10,"Fribourg / Freiburg",999,"Division économique - total",2023,24121,166675,126970
10,"Fribourg / Freiburg",1,"01 Culture et production animale, chasse et services annexes",2023,2646,8270,6016
10,"Fribourg / Freiburg",2,"02 Sylviculture et exploitation forestière",2023,56,292,256
10,"Fribourg / Freiburg",3,"03 Pêche et aquaculture",2023,10,18,14
10,"Fribourg / Freiburg",5,"05 Extraction de houille et de lignite",2023,0,0,0
10,"Fribourg / Freiburg",6,"06 Extraction d'hydrocarbures",2023,0,0,0
10,"Fribourg / Freiburg",7,"07 Extraction de minerais métalliques",2023,0,0,0
10,"Fribourg / Freiburg",8,"08 Autres industries extractives",2023,19,144,129
10,"Fribourg / Freiburg",9,"09 Services de soutien aux industries extractives",2023,0,0,0
10,"Fribourg / Freiburg",10,"10 Industries alimentaires",2023,306,6535,5783
10,"Fribourg / Freiburg",11,"11 Fabrication de boissons",2023,19,78,58
10,"Fribourg / Freiburg",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
10,"Fribourg / Freiburg",13,"13 Fabrication de textiles",2023,26,236,202
10,"Fribourg / Freiburg",14,"14 Industrie de l'habillement",2023,60,117,71
10,"Fribourg / Freiburg",15,"15 Industrie du cuir et de la chaussure",2023,11,26,19
10,"Fribourg / Freiburg",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,301,1588,1430
10,"Fribourg / Freiburg",17,"17 Industrie du papier et du carton",2023,5,46,36
10,"Fribourg / Freiburg",18,"18 Imprimerie et reproduction d'enregistrements",2023,49,471,399
10,"Fribourg / Freiburg",19,"19 Cokéfaction et raffinage",2023,0,0,0
10,"Fribourg / Freiburg",20,"20 Industrie chimique",2023,33,487,440
10,"Fribourg / Freiburg",21,"21 Industrie pharmaceutique",2023,12,1206,1130
10,"Fribourg / Freiburg",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,14,450,417
10,"Fribourg / Freiburg",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,67,679,632
10,"Fribourg / Freiburg",24,"24 Métallurgie",2023,12,366,343
10,"Fribourg / Freiburg",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,255,3264,3013
10,"Fribourg / Freiburg",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,46,3003,2843
10,"Fribourg / Freiburg",27,"27 Fabrication d'équipements électriques",2023,18,258,232
10,"Fribourg / Freiburg",28,"28 Fabrication de machines et équipements n.c.a.",2023,64,2914,2770
10,"Fribourg / Freiburg",29,"29 Industrie automobile",2023,5,80,76
10,"Fribourg / Freiburg",30,"30 Fabrication d'autres matériels de transport",2023,10,38,32
10,"Fribourg / Freiburg",31,"31 Fabrication de meubles",2023,42,375,334
10,"Fribourg / Freiburg",32,"32 Autres industries manufacturières",2023,107,463,380
10,"Fribourg / Freiburg",33,"33 Réparation et installation de machines et d'équipements",2023,116,490,415
10,"Fribourg / Freiburg",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,29,867,789
10,"Fribourg / Freiburg",36,"36 Captage, traitement et distribution d'eau",2023,15,132,91
10,"Fribourg / Freiburg",37,"37 Collecte et traitement des eaux usées",2023,26,271,238
10,"Fribourg / Freiburg",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,49,476,367
10,"Fribourg / Freiburg",39,"39 Dépollution et autres services de gestion des déchets",2023,0,0,0
10,"Fribourg / Freiburg",41,"41 Construction de bâtiments",2023,371,3962,3663
10,"Fribourg / Freiburg",42,"42 Génie civil",2023,33,559,537
10,"Fribourg / Freiburg",43,"43 Travaux de construction spécialisés",2023,1619,10096,9203
10,"Fribourg / Freiburg",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,692,3206,2804
10,"Fribourg / Freiburg",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,575,5954,5165
10,"Fribourg / Freiburg",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,1624,10372,7403
10,"Fribourg / Freiburg",49,"49 Transports terrestres et transport par conduites",2023,266,3535,3031
10,"Fribourg / Freiburg",50,"50 Transports par eau",2023,,34,29
10,"Fribourg / Freiburg",51,"51 Transports aériens",2023,,21,13
10,"Fribourg / Freiburg",52,"52 Entreposage et services auxiliaires des transports",2023,50,1243,1098
10,"Fribourg / Freiburg",53,"53 Activités de poste et de courrier",2023,73,1028,867
10,"Fribourg / Freiburg",55,"55 Hébergement",2023,158,1335,991
10,"Fribourg / Freiburg",56,"56 Restauration",2023,850,5641,3809
10,"Fribourg / Freiburg",58,"58 Édition",2023,49,540,334
10,"Fribourg / Freiburg",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,91,289,148
10,"Fribourg / Freiburg",60,"60 Programmation et diffusion",2023,6,163,108
10,"Fribourg / Freiburg",61,"61 Télécommunications",2023,28,611,523
10,"Fribourg / Freiburg",62,"62 Programmation, conseil et autres activités informatiques",2023,403,1892,1567
10,"Fribourg / Freiburg",63,"63 Services d'information",2023,22,133,109
10,"Fribourg / Freiburg",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,251,1933,1601
10,"Fribourg / Freiburg",65,"65 Assurance",2023,26,334,284
10,"Fribourg / Freiburg",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,250,1624,1327
10,"Fribourg / Freiburg",68,"68 Activités immobilières",2023,574,2038,1204
10,"Fribourg / Freiburg",69,"69 Activités juridiques et comptables",2023,620,1981,1390
10,"Fribourg / Freiburg",70,"70 Activités des sièges sociaux, conseil de gestion",2023,545,2466,1988
10,"Fribourg / Freiburg",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,745,3888,3143
10,"Fribourg / Freiburg",72,"72 Recherche-développement scientifique",2023,59,645,527
10,"Fribourg / Freiburg",73,"73 Publicité et études de marché",2023,88,441,320
10,"Fribourg / Freiburg",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,650,1055,676
10,"Fribourg / Freiburg",75,"75 Activités vétérinaires",2023,70,321,236
10,"Fribourg / Freiburg",77,"77 Activités de location et location-bail",2023,73,334,263
10,"Fribourg / Freiburg",78,"78 Activités liées à l'emploi",2023,55,3457,2810
10,"Fribourg / Freiburg",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,66,464,311
10,"Fribourg / Freiburg",80,"80 Enquêtes et sécurité",2023,23,455,276
10,"Fribourg / Freiburg",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,536,4659,2955
10,"Fribourg / Freiburg",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,106,387,283
10,"Fribourg / Freiburg",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,392,7589,5837
10,"Fribourg / Freiburg",85,"85 Enseignement",2023,1149,14390,9499
10,"Fribourg / Freiburg",86,"86 Activités pour la santé humaine",2023,2746,11941,8440
10,"Fribourg / Freiburg",87,"87 Hébergement médico-social et social",2023,150,7896,5343
10,"Fribourg / Freiburg",88,"88 Action sociale sans hébergement",2023,475,5089,2875
10,"Fribourg / Freiburg",90,"90 Activités créatives, artistiques et de spectacle",2023,493,917,372
10,"Fribourg / Freiburg",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,48,555,279
10,"Fribourg / Freiburg",92,"92 Organisation de jeux de hasard et d'argent",2023,7,67,46
10,"Fribourg / Freiburg",93,"93 Activités sportives, récréatives et de loisirs",2023,272,1558,790
10,"Fribourg / Freiburg",94,"94 Activités des organisations associatives",2023,468,3198,1776
10,"Fribourg / Freiburg",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,80,108,78
10,"Fribourg / Freiburg",96,"96 Autres services personnels",2023,1759,2631,1683
11,"Solothurn",999,"Division économique - total",2023,18820,151879,116758
11,"Solothurn",1,"01 Culture et production animale, chasse et services annexes",2023,1305,3868,2449
11,"Solothurn",2,"02 Sylviculture et exploitation forestière",2023,42,157,126
11,"Solothurn",3,"03 Pêche et aquaculture",2023,,7,
11,"Solothurn",5,"05 Extraction de houille et de lignite",2023,0,0,0
11,"Solothurn",6,"06 Extraction d'hydrocarbures",2023,0,0,0
11,"Solothurn",7,"07 Extraction de minerais métalliques",2023,0,0,0
11,"Solothurn",8,"08 Autres industries extractives",2023,11,128,113
11,"Solothurn",9,"09 Services de soutien aux industries extractives",2023,0,0,0
11,"Solothurn",10,"10 Industries alimentaires",2023,121,2163,1875
11,"Solothurn",11,"11 Fabrication de boissons",2023,14,57,44
11,"Solothurn",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
11,"Solothurn",13,"13 Fabrication de textiles",2023,15,177,155
11,"Solothurn",14,"14 Industrie de l'habillement",2023,31,35,19
11,"Solothurn",15,"15 Industrie du cuir et de la chaussure",2023,8,41,25
