canton_code,canton_name,noga_division,noga_label,year,etablissements,emplois,emplois_eq_plein_temps
14,"Schaffhausen",2,"02 Sylviculture et exploitation forestière",2023,22,86,73
14,"Schaffhausen",5,"05 Extraction de houille et de lignite",2023,0,0,0
14,"Schaffhausen",6,"06 Extraction d'hydrocarbures",2023,0,0,0
14,"Schaffhausen",7,"07 Extraction de minerais métalliques",2023,0,0,0
14,"Schaffhausen",8,"08 Autres industries extractives",2023,,47,43
14,"Schaffhausen",9,"09 Services de soutien aux industries extractives",2023,0,0,0
14,"Schaffhausen",10,"10 Industries alimentaires",2023,53,674,571
14,"Schaffhausen",11,"11 Fabrication de boissons",2023,10,167,146
14,"Schaffhausen",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
14,"Schaffhausen",13,"13 Fabrication de textiles",2023,11,38,27
14,"Schaffhausen",14,"14 Industrie de l'habillement",2023,16,19,9
14,"Schaffhausen",15,"15 Industrie du cuir et de la chaussure",2023,6,9,6
14,"Schaffhausen",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,51,197,169
14,"Schaffhausen",17,"17 Industrie du papier et du carton",2023,,6,6
14,"Schaffhausen",18,"18 Imprimerie et reproduction d'enregistrements",2023,14,121,100
14,"Schaffhausen",19,"19 Cokéfaction et raffinage",2023,0,0,0
14,"Schaffhausen",20,"20 Industrie chimique",2023,14,157,130
14,"Schaffhausen",21,"21 Industrie pharmaceutique",2023,9,2022,1923
14,"Schaffhausen",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,22,1941,1850
14,"Schaffhausen",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,17,164,148
14,"Schaffhausen",24,"24 Métallurgie",2023,,81,79
14,"Schaffhausen",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,79,703,639
14,"Schaffhausen",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,21,1656,1535
14,"Schaffhausen",27,"27 Fabrication d'équipements électriques",2023,9,321,306
14,"Schaffhausen",28,"28 Fabrication de machines et équipements n.c.a.",2023,25,1359,1283
14,"Schaffhausen",29,"29 Industrie automobile",2023,0,0,0
14,"Schaffhausen",30,"30 Fabrication d'autres matériels de transport",2023,6,91,87
14,"Schaffhausen",31,"31 Fabrication de meubles",2023,10,33,25
14,"Schaffhausen",32,"32 Autres industries manufacturières",2023,52,258,217
14,"Schaffhausen",33,"33 Réparation et installation de machines et d'équipements",2023,38,304,276
14,"Schaffhausen",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,13,266,245
14,"Schaffhausen",36,"36 Captage, traitement et distribution d'eau",2023,,18,13
14,"Schaffhausen",37,"37 Collecte et traitement des eaux usées",2023,7,38,30
14,"Schaffhausen",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,10,77,66
14,"Schaffhausen",39,"39 Dépollution et autres services de gestion des déchets",2023,0,0,0
14,"Schaffhausen",41,"41 Construction de bâtiments",2023,94,608,541
14,"Schaffhausen",42,"42 Génie civil",2023,15,170,160
14,"Schaffhausen",43,"43 Travaux de construction spécialisés",2023,365,2032,1827
14,"Schaffhausen",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,204,735,632
14,"Schaffhausen",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,247,2000,1781
14,"Schaffhausen",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,490,2804,2016
14,"Schaffhausen",49,"49 Transports terrestres et transport par conduites",2023,123,1269,1068
14,"Schaffhausen",50,"50 Transports par eau",2023,4,46,40
14,"Schaffhausen",51,"51 Transports aériens",2023,0,0,0
14,"Schaffhausen",52,"52 Entreposage et services auxiliaires des transports",2023,56,756,618
14,"Schaffhausen",53,"53 Activités de poste et de courrier",2023,18,294,270
14,"Schaffhausen",55,"55 Hébergement",2023,29,264,196
14,"Schaffhausen",56,"56 Restauration",2023,244,1265,880
14,"Schaffhausen",58,"58 Édition",2023,23,266,183
14,"Schaffhausen",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,30,88,51
14,"Schaffhausen",60,"60 Programmation et diffusion",2023,,40,26
14,"Schaffhausen",61,"61 Télécommunications",2023,6,72,67
14,"Schaffhausen",62,"62 Programmation, conseil et autres activités informatiques",2023,185,796,683
14,"Schaffhausen",63,"63 Services d'information",2023,,20,17
14,"Schaffhausen",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,84,782,656
14,"Schaffhausen",65,"65 Assurance",2023,10,52,42
14,"Schaffhausen",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,58,391,328
14,"Schaffhausen",68,"68 Activités immobilières",2023,157,631,340
14,"Schaffhausen",69,"69 Activités juridiques et comptables",2023,161,557,365
14,"Schaffhausen",70,"70 Activités des sièges sociaux, conseil de gestion",2023,222,1320,1127
14,"Schaffhausen",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,237,1195,987
14,"Schaffhausen",72,"72 Recherche-développement scientifique",2023,19,122,97
14,"Schaffhausen",73,"73 Publicité et études de marché",2023,59,215,174
14,"Schaffhausen",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,169,258,156
14,"Schaffhausen",75,"75 Activités vétérinaires",2023,8,63,43
14,"Schaffhausen",77,"77 Activités de location et location-bail",2023,24,81,63
14,"Schaffhausen",78,"78 Activités liées à l'emploi",2023,19,642,494
14,"Schaffhausen",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,19,136,92
14,"Schaffhausen",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,191,1408,971
14,"Schaffhausen",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,40,214,172
14,"Schaffhausen",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,130,2167,1670
14,"Schaffhausen",85,"85 Enseignement",2023,353,2802,1700
14,"Schaffhausen",86,"86 Activités pour la santé humaine",2023,557,3549,2348
14,"Schaffhausen",87,"87 Hébergement médico-social et social",2023,32,2047,1526
14,"Schaffhausen",88,"88 Action sociale sans hébergement",2023,169,1428,783
14,"Schaffhausen",90,"90 Activités créatives, artistiques et de spectacle",2023,114,195,81
14,"Schaffhausen",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,10,98,59
14,"Schaffhausen",92,"92 Organisation de jeux de hasard et d'argent",2023,,70,50
14,"Schaffhausen",93,"93 Activités sportives, récréatives et de loisirs",2023,99,583,310
14,"Schaffhausen",94,"94 Activités des organisations associatives",2023,165,728,349
14,"Schaffhausen",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,19,47,36
14,"Schaffhausen",96,"96 Autres services personnels",2023,429,657,418
15,"Appenzell Ausserrhoden",999,"Division économique - total",2023,4982,27891,20840
15,"Appenzell Ausserrhoden",1,"01 Culture et production animale, chasse et services annexes",2023,655,1536,1015
15,"Appenzell Ausserrhoden",2,"02 Sylviculture et exploitation forestière",2023,16,53,45
15,"Appenzell Ausserrhoden",3,"03 Pêche et aquaculture",2023,0,0,0
15,"Appenzell Ausserrhoden",5,"05 Extraction de houille et de lignite",2023,0,0,0
15,"Appenzell Ausserrhoden",6,"06 Extraction d'hydrocarbures",2023,0,0,0
15,"Appenzell Ausserrhoden",7,"07 Extraction de minerais métalliques",2023,0,0,0
15,"Appenzell Ausserrhoden",8,"08 Autres industries extractives",2023,0,0,0
15,"Appenzell Ausserrhoden",9,"09 Services de soutien aux industries extractives",2023,0,0,0
15,"Appenzell Ausserrhoden",10,"10 Industries alimentaires",2023,29,186,141
15,"Appenzell Ausserrhoden",11,"11 Fabrication de boissons",2023,,5,
15,"Appenzell Ausserrhoden",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
15,"Appenzell Ausserrhoden",13,"13 Fabrication de textiles",2023,18,772,714
15,"Appenzell Ausserrhoden",14,"14 Industrie de l'habillement",2023,7,12,6
15,"Appenzell Ausserrhoden",15,"15 Industrie du cuir et de la chaussure",2023,7,18,14
15,"Appenzell Ausserrhoden",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,96,704,641
15,"Appenzell Ausserrhoden",17,"17 Industrie du papier et du carton",2023,,26,25
15,"Appenzell Ausserrhoden",18,"18 Imprimerie et reproduction d'enregistrements",2023,15,114,93
15,"Appenzell Ausserrhoden",19,"19 Cokéfaction et raffinage",2023,0,0,0
15,"Appenzell Ausserrhoden",20,"20 Industrie chimique",2023,14,266,237
15,"Appenzell Ausserrhoden",21,"21 Industrie pharmaceutique",2023,8,216,186
15,"Appenzell Ausserrhoden",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,8,165,151
15,"Appenzell Ausserrhoden",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,14,32,
15,"Appenzell Ausserrhoden",24,"24 Métallurgie",2023,,137,129
15,"Appenzell Ausserrhoden",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,65,506,464
15,"Appenzell Ausserrhoden",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,10,904,855
15,"Appenzell Ausserrhoden",27,"27 Fabrication d'équipements électriques",2023,6,713,685
15,"Appenzell Ausserrhoden",28,"28 Fabrication de machines et équipements n.c.a.",2023,9,203,185
15,"Appenzell Ausserrhoden",29,"29 Industrie automobile",2023,,5,5
15,"Appenzell Ausserrhoden",30,"30 Fabrication d'autres matériels de transport",2023,,12,10
15,"Appenzell Ausserrhoden",31,"31 Fabrication de meubles",2023,7,119,108
15,"Appenzell Ausserrhoden",32,"32 Autres industries manufacturières",2023,35,89,71
15,"Appenzell Ausserrhoden",33,"33 Réparation et installation de machines et d'équipements",2023,29,196,172
15,"Appenzell Ausserrhoden",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,13,78,59
15,"Appenzell Ausserrhoden",36,"36 Captage, traitement et distribution d'eau",2023,11,35,26
15,"Appenzell Ausserrhoden",37,"37 Collecte et traitement des eaux usées",2023,5,28,25
15,"Appenzell Ausserrhoden",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,5,10,7
15,"Appenzell Ausserrhoden",39,"39 Dépollution et autres services de gestion des déchets",2023,0,0,0
15,"Appenzell Ausserrhoden",41,"41 Construction de bâtiments",2023,77,540,480
15,"Appenzell Ausserrhoden",42,"42 Génie civil",2023,8,58,53
15,"Appenzell Ausserrhoden",43,"43 Travaux de construction spécialisés",2023,324,1262,1127
15,"Appenzell Ausserrhoden",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,86,313,265
15,"Appenzell Ausserrhoden",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,174,1021,820
15,"Appenzell Ausserrhoden",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,259,1248,843
15,"Appenzell Ausserrhoden",49,"49 Transports terrestres et transport par conduites",2023,50,790,672
15,"Appenzell Ausserrhoden",50,"50 Transports par eau",2023,0,0,0
15,"Appenzell Ausserrhoden",51,"51 Transports aériens",2023,0,0,0
15,"Appenzell Ausserrhoden",52,"52 Entreposage et services auxiliaires des transports",2023,7,35,29
15,"Appenzell Ausserrhoden",53,"53 Activités de poste et de courrier",2023,15,106,86
15,"Appenzell Ausserrhoden",55,"55 Hébergement",2023,44,632,455
15,"Appenzell Ausserrhoden",56,"56 Restauration",2023,164,680,449
15,"Appenzell Ausserrhoden",58,"58 Édition",2023,8,37,24
15,"Appenzell Ausserrhoden",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,16,22,13
15,"Appenzell Ausserrhoden",60,"60 Programmation et diffusion",2023,0,0,0
15,"Appenzell Ausserrhoden",61,"61 Télécommunications",2023,0,0,0
15,"Appenzell Ausserrhoden",62,"62 Programmation, conseil et autres activités informatiques",2023,128,520,427
15,"Appenzell Ausserrhoden",63,"63 Services d'information",2023,8,9,7
15,"Appenzell Ausserrhoden",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,59,219,160
15,"Appenzell Ausserrhoden",65,"65 Assurance",2023,8,39,26
15,"Appenzell Ausserrhoden",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,53,258,204
15,"Appenzell Ausserrhoden",68,"68 Activités immobilières",2023,165,313,165
15,"Appenzell Ausserrhoden",69,"69 Activités juridiques et comptables",2023,99,222,149
15,"Appenzell Ausserrhoden",70,"70 Activités des sièges sociaux, conseil de gestion",2023,202,350,242
15,"Appenzell Ausserrhoden",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,165,566,444
15,"Appenzell Ausserrhoden",72,"72 Recherche-développement scientifique",2023,5,24,17
15,"Appenzell Ausserrhoden",73,"73 Publicité et études de marché",2023,31,75,55
15,"Appenzell Ausserrhoden",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,111,173,104
15,"Appenzell Ausserrhoden",75,"75 Activités vétérinaires",2023,9,68,48
15,"Appenzell Ausserrhoden",77,"77 Activités de location et location-bail",2023,7,50,29
15,"Appenzell Ausserrhoden",78,"78 Activités liées à l'emploi",2023,7,28,21
15,"Appenzell Ausserrhoden",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,13,62,41
15,"Appenzell Ausserrhoden",80,"80 Enquêtes et sécurité",2023,,9,7
15,"Appenzell Ausserrhoden",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,143,577,427
15,"Appenzell Ausserrhoden",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,25,37,18
15,"Appenzell Ausserrhoden",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,75,1069,863
15,"Appenzell Ausserrhoden",85,"85 Enseignement",2023,237,1834,1070
15,"Appenzell Ausserrhoden",86,"86 Activités pour la santé humaine",2023,475,3569,2399
15,"Appenzell Ausserrhoden",87,"87 Hébergement médico-social et social",2023,52,2136,1529
15,"Appenzell Ausserrhoden",88,"88 Action sociale sans hébergement",2023,85,665,368
15,"Appenzell Ausserrhoden",90,"90 Activités créatives, artistiques et de spectacle",2023,104,110,49
15,"Appenzell Ausserrhoden",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,14,50,24
15,"Appenzell Ausserrhoden",92,"92 Organisation de jeux de hasard et d'argent",2023,0,0,0
15,"Appenzell Ausserrhoden",93,"93 Activités sportives, récréatives et de loisirs",2023,65,235,104
15,"Appenzell Ausserrhoden",94,"94 Activités des organisations associatives",2023,75,380,205
15,"Appenzell Ausserrhoden",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,,11,
15,"Appenzell Ausserrhoden",96,"96 Autres services personnels",2023,226,349,213
16,"Appenzell Innerrhoden",999,"Division économique - total",2023,1862,9580,7173
16,"Appenzell Innerrhoden",1,"01 Culture et production animale, chasse et services annexes",2023,420,986,672
16,"Appenzell Innerrhoden",2,"02 Sylviculture et exploitation forestière",2023,8,34,17
16,"Appenzell Innerrhoden",3,"03 Pêche et aquaculture",2023,0,0,0
16,"Appenzell Innerrhoden",5,"05 Extraction de houille et de lignite",2023,0,0,0
16,"Appenzell Innerrhoden",6,"06 Extraction d'hydrocarbures",2023,0,0,0
16,"Appenzell Innerrhoden",7,"07 Extraction de minerais métalliques",2023,0,0,0
16,"Appenzell Innerrhoden",8,"08 Autres industries extractives",2023,0,0,0
16,"Appenzell Innerrhoden",9,"09 Services de soutien aux industries extractives",2023,0,0,0
16,"Appenzell Innerrhoden",10,"10 Industries alimentaires",2023,30,357,250
16,"Appenzell Innerrhoden",11,"11 Fabrication de boissons",2023,6,376,314
16,"Appenzell Innerrhoden",12,"12 Fabrication de produits à base de tabac",2023,0,0,0
16,"Appenzell Innerrhoden",13,"13 Fabrication de textiles",2023,,31,25
16,"Appenzell Innerrhoden",14,"14 Industrie de l'habillement",2023,7,14,7
16,"Appenzell Innerrhoden",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,27,237,214
16,"Appenzell Innerrhoden",17,"17 Industrie du papier et du carton",2023,0,0,0
16,"Appenzell Innerrhoden",18,"18 Imprimerie et reproduction d'enregistrements",2023,,47,33
16,"Appenzell Innerrhoden",20,"20 Industrie chimique",2023,,14,
16,"Appenzell Innerrhoden",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,,61,54
16,"Appenzell Innerrhoden",24,"24 Métallurgie",2023,0,0,0
16,"Appenzell Innerrhoden",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,15,228,215
16,"Appenzell Innerrhoden",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,,236,191
16,"Appenzell Innerrhoden",27,"27 Fabrication d'équipements électriques",2023,,185,168
16,"Appenzell Innerrhoden",28,"28 Fabrication de machines et équipements n.c.a.",2023,8,149,139
16,"Appenzell Innerrhoden",29,"29 Industrie automobile",2023,0,0,0
16,"Appenzell Innerrhoden",30,"30 Fabrication d'autres matériels de transport",2023,0,0,0
16,"Appenzell Innerrhoden",31,"31 Fabrication de meubles",2023,6,37,31
16,"Appenzell Innerrhoden",32,"32 Autres industries manufacturières",2023,10,23,18
16,"Appenzell Innerrhoden",33,"33 Réparation et installation de machines et d'équipements",2023,8,28,24
16,"Appenzell Innerrhoden",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,,26,23
16,"Appenzell Innerrhoden",37,"37 Collecte et traitement des eaux usées",2023,0,0,0
16,"Appenzell Innerrhoden",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,,12,9
16,"Appenzell Innerrhoden",39,"39 Dépollution et autres services de gestion des déchets",2023,0,0,0
16,"Appenzell Innerrhoden",41,"41 Construction de bâtiments",2023,34,187,167
16,"Appenzell Innerrhoden",42,"42 Génie civil",2023,14,141,132
16,"Appenzell Innerrhoden",43,"43 Travaux de construction spécialisés",2023,122,662,592
16,"Appenzell Innerrhoden",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,32,213,181
16,"Appenzell Innerrhoden",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,67,380,323
16,"Appenzell Innerrhoden",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,100,543,376
16,"Appenzell Innerrhoden",49,"49 Transports terrestres et transport par conduites",2023,22,223,164
16,"Appenzell Innerrhoden",50,"50 Transports par eau",2023,0,0,0
16,"Appenzell Innerrhoden",51,"51 Transports aériens",2023,0,0,0
16,"Appenzell Innerrhoden",52,"52 Entreposage et services auxiliaires des transports",2023,6,7,
16,"Appenzell Innerrhoden",53,"53 Activités de poste et de courrier",2023,5,43,33
16,"Appenzell Innerrhoden",55,"55 Hébergement",2023,31,514,392
16,"Appenzell Innerrhoden",56,"56 Restauration",2023,54,340,229
16,"Appenzell Innerrhoden",60,"60 Programmation et diffusion",2023,0,0,0
16,"Appenzell Innerrhoden",61,"61 Télécommunications",2023,0,0,0
16,"Appenzell Innerrhoden",62,"62 Programmation, conseil et autres activités informatiques",2023,38,94,73
16,"Appenzell Innerrhoden",63,"63 Services d'information",2023,8,26,23
16,"Appenzell Innerrhoden",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,43,204,158
16,"Appenzell Innerrhoden",65,"65 Assurance",2023,4,19,11
16,"Appenzell Innerrhoden",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,26,107,85
16,"Appenzell Innerrhoden",68,"68 Activités immobilières",2023,48,86,43
16,"Appenzell Innerrhoden",69,"69 Activités juridiques et comptables",2023,28,179,131
16,"Appenzell Innerrhoden",70,"70 Activités des sièges sociaux, conseil de gestion",2023,79,115,85
16,"Appenzell Innerrhoden",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,51,245,199
16,"Appenzell Innerrhoden",72,"72 Recherche-développement scientifique",2023,,5,
16,"Appenzell Innerrhoden",73,"73 Publicité et études de marché",2023,14,44,34
16,"Appenzell Innerrhoden",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,35,50,32
16,"Appenzell Innerrhoden",75,"75 Activités vétérinaires",2023,,20,12
16,"Appenzell Innerrhoden",77,"77 Activités de location et location-bail",2023,5,9,8
16,"Appenzell Innerrhoden",78,"78 Activités liées à l'emploi",2023,,10,7
16,"Appenzell Innerrhoden",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,,40,20
16,"Appenzell Innerrhoden",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,21,99,79
16,"Appenzell Innerrhoden",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,8,10,5
16,"Appenzell Innerrhoden",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,51,302,218
16,"Appenzell Innerrhoden",85,"85 Enseignement",2023,63,407,249
16,"Appenzell Innerrhoden",86,"86 Activités pour la santé humaine",2023,82,322,187
16,"Appenzell Innerrhoden",87,"87 Hébergement médico-social et social",2023,7,309,213
16,"Appenzell Innerrhoden",88,"88 Action sociale sans hébergement",2023,13,85,39
16,"Appenzell Innerrhoden",90,"90 Activités créatives, artistiques et de spectacle",2023,42,55,23
16,"Appenzell Innerrhoden",91,"91 Bibliothèques, archives, musées et autres activités culturelles",2023,,22,13
16,"Appenzell Innerrhoden",93,"93 Activités sportives, récréatives et de loisirs",2023,24,73,36
16,"Appenzell Innerrhoden",94,"94 Activités des organisations associatives",2023,27,182,95
16,"Appenzell Innerrhoden",95,"95 Réparation d'ordinateurs et de biens personnels et domestiques",2023,,4,
16,"Appenzell Innerrhoden",96,"96 Autres services personnels",2023,64,99,63
17,"St. Gallen",999,"Division économique - total",2023,39458,318271,244477
17,"St. Gallen",1,"01 Culture et production animale, chasse et services annexes",2023,3784,10751,7169
17,"St. Gallen",2,"02 Sylviculture et exploitation forestière",2023,83,359,291
17,"St. Gallen",3,"03 Pêche et aquaculture",2023,8,8,7
17,"St. Gallen",5,"05 Extraction de houille et de lignite",2023,0,0,0
17,"St. Gallen",6,"06 Extraction d'hydrocarbures",2023,0,0,0
17,"St. Gallen",7,"07 Extraction de minerais métalliques",2023,0,0,0
17,"St. Gallen",8,"08 Autres industries extractives",2023,21,307,278
17,"St. Gallen",9,"09 Services de soutien aux industries extractives",2023,0,0,0
17,"St. Gallen",10,"10 Industries alimentaires",2023,335,7137,6106
17,"St. Gallen",11,"11 Fabrication de boissons",2023,28,587,517
17,"St. Gallen",12,"12 Fabrication de produits à base de tabac",2023,,8,7
17,"St. Gallen",13,"13 Fabrication de textiles",2023,94,1467,1287
17,"St. Gallen",14,"14 Industrie de l'habillement",2023,96,697,575
17,"St. Gallen",15,"15 Industrie du cuir et de la chaussure",2023,16,44,35
17,"St. Gallen",16,"16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie",2023,481,3214,2899
17,"St. Gallen",17,"17 Industrie du papier et du carton",2023,26,752,688
17,"St. Gallen",18,"18 Imprimerie et reproduction d'enregistrements",2023,125,1582,1387
17,"St. Gallen",20,"20 Industrie chimique",2023,56,1957,1823
17,"St. Gallen",21,"21 Industrie pharmaceutique",2023,8,650,607
17,"St. Gallen",22,"22 Fabrication de produits en caoutchouc et en plastique",2023,93,3904,3638
17,"St. Gallen",23,"23 Fabrication d'autres produits minéraux non métalliques",2023,88,1827,1721
17,"St. Gallen",24,"24 Métallurgie",2023,19,1728,1623
17,"St. Gallen",25,"25 Fabrication de produits métalliques, à l'exception des machines et des équipements",2023,562,10196,9561
17,"St. Gallen",26,"26 Fabrication de produits informatiques, électroniques et optiques",2023,106,6667,6219
17,"St. Gallen",27,"27 Fabrication d'équipements électriques",2023,70,2350,2200
17,"St. Gallen",28,"28 Fabrication de machines et équipements n.c.a.",2023,210,10815,10275
17,"St. Gallen",29,"29 Industrie automobile",2023,24,731,682
17,"St. Gallen",30,"30 Fabrication d'autres matériels de transport",2023,20,1712,1635
17,"St. Gallen",31,"31 Fabrication de meubles",2023,63,1004,930
17,"St. Gallen",32,"32 Autres industries manufacturières",2023,218,2238,1979
17,"St. Gallen",33,"33 Réparation et installation de machines et d'équipements",2023,245,1469,1300
17,"St. Gallen",35,"35 Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2023,88,1635,1414
17,"St. Gallen",36,"36 Captage, traitement et distribution d'eau",2023,56,289,139
17,"St. Gallen",37,"37 Collecte et traitement des eaux usées",2023,55,399,359
17,"St. Gallen",38,"38 Collecte, traitement et élimination des déchets, récupération",2023,58,908,811
17,"St. Gallen",41,"41 Construction de bâtiments",2023,520,4558,4161
17,"St. Gallen",42,"42 Génie civil",2023,105,2174,2052
17,"St. Gallen",43,"43 Travaux de construction spécialisés",2023,2697,16519,14929
17,"St. Gallen",45,"45 Commerce et réparation d'automobiles et de motocycles",2023,1110,5937,5232
17,"St. Gallen",46,"46 Commerce de gros, à l'exception des automobiles et des motocycles",2023,1325,10301,9003
17,"St. Gallen",47,"47 Commerce de détail, à l'exception des automobiles et des motocycles",2023,2943,18131,13140
17,"St. Gallen",49,"49 Transports terrestres et transport par conduites",2023,490,6936,5857
17,"St. Gallen",50,"50 Transports par eau",2023,5,125,93
17,"St. Gallen",51,"51 Transports aériens",2023,12,40,31
17,"St. Gallen",52,"52 Entreposage et services auxiliaires des transports",2023,126,3506,3002
17,"St. Gallen",53,"53 Activités de poste et de courrier",2023,129,4064,1877
17,"St. Gallen",55,"55 Hébergement",2023,248,2953,2218
17,"St. Gallen",56,"56 Restauration",2023,1522,9632,6304
17,"St. Gallen",58,"58 Édition",2023,80,615,451
17,"St. Gallen",59,"59 Production de films cinématographiques, de vidéo et de programmes de télévision, enregistrement sonore et édition musicale",2023,120,322,172
17,"St. Gallen",60,"60 Programmation et diffusion",2023,7,95,70
17,"St. Gallen",61,"61 Télécommunications",2023,52,1044,968
17,"St. Gallen",62,"62 Programmation, conseil et autres activités informatiques",2023,880,5741,4956
17,"St. Gallen",63,"63 Services d'information",2023,53,323,261
17,"St. Gallen",64,"64 Activités des services financiers, hors assurance et caisses de retraite",2023,394,6137,5153
17,"St. Gallen",65,"65 Assurance",2023,74,2643,2323
17,"St. Gallen",66,"66 Activités auxiliaires de services financiers et d'assurance",2023,403,2889,2391
17,"St. Gallen",68,"68 Activités immobilières",2023,1203,4188,2408
17,"St. Gallen",69,"69 Activités juridiques et comptables",2023,1171,3938,2871
17,"St. Gallen",70,"70 Activités des sièges sociaux, conseil de gestion",2023,1155,6002,4913
17,"St. Gallen",71,"71 Activités d'architecture et d'ingénierie, activités de contrôle et analyses techniques",2023,1506,8473,7087
17,"St. Gallen",72,"72 Recherche-développement scientifique",2023,47,449,401
17,"St. Gallen",73,"73 Publicité et études de marché",2023,269,1289,852
17,"St. Gallen",74,"74 Autres activités spécialisées, scientifiques et techniques",2023,877,1503,971
17,"St. Gallen",75,"75 Activités vétérinaires",2023,68,390,276
17,"St. Gallen",77,"77 Activités de location et location-bail",2023,123,554,440
17,"St. Gallen",78,"78 Activités liées à l'emploi",2023,147,5727,4475
17,"St. Gallen",79,"79 Activités des agences de voyage, voyagistes, services de réservation et activités connexes",2023,123,550,361
17,"St. Gallen",80,"80 Enquêtes et sécurité",2023,55,1055,589
17,"St. Gallen",81,"81 Services relatifs aux bâtiments et aménagement paysager",2023,980,7567,4461
17,"St. Gallen",82,"82 Activités administratives et autres activités de soutien aux entreprises",2023,183,1162,886
17,"St. Gallen",84,"84 Administration publique et défense, sécurité sociale obligatoire",2023,347,9349,7687
17,"St. Gallen",85,"85 Enseignement",2023,1945,22545,13138
17,"St. Gallen",86,"86 Activités pour la santé humaine",2023,3148,25723,18205
17,"St. Gallen",87,"87 Hébergement médico-social et social",2023,223,13074,9267
17,"St. Gallen",88,"88 Action sociale sans hébergement",2023,643,6211,3395
17,"St. Gallen",90,"90 Activités créatives, artistiques et de spectacle",2023,720,1734,933
