source_scheme,source_code,target_scheme,target_code,relation,source_id
NACE_2.1,2059,NACE_2.0,2053,closeMatch,eurostat-nace21
NACE_2.1,2059,NACE_2.0,2059,closeMatch,eurostat-nace21
NACE_2.1,206,NACE_2.0,206,closeMatch,eurostat-nace21
NACE_2.1,2060,NACE_2.0,2060,closeMatch,eurostat-nace21
NACE_2.1,21,NACE_2.0,21,closeMatch,eurostat-nace21
NACE_2.1,211,NACE_2.0,211,closeMatch,eurostat-nace21
NACE_2.1,2110,NACE_2.0,2110,closeMatch,eurostat-nace21
NACE_2.1,212,NACE_2.0,212,closeMatch,eurostat-nace21
NACE_2.1,2120,NACE_2.0,2120,closeMatch,eurostat-nace21
NACE_2.1,22,NACE_2.0,22,closeMatch,eurostat-nace21
NACE_2.1,221,NACE_2.0,221,closeMatch,eurostat-nace21
NACE_2.1,2211,NACE_2.0,2211,closeMatch,eurostat-nace21
NACE_2.1,2212,NACE_2.0,2219,closeMatch,eurostat-nace21
NACE_2.1,222,NACE_2.0,222,closeMatch,eurostat-nace21
NACE_2.1,2221,NACE_2.0,2221,closeMatch,eurostat-nace21
NACE_2.1,2221,NACE_2.0,2229,closeMatch,eurostat-nace21
NACE_2.1,2222,NACE_2.0,2222,closeMatch,eurostat-nace21
NACE_2.1,2223,NACE_2.0,2223,closeMatch,eurostat-nace21
NACE_2.1,2224,NACE_2.0,2223,closeMatch,eurostat-nace21
NACE_2.1,2225,NACE_2.0,2221,closeMatch,eurostat-nace21
NACE_2.1,2225,NACE_2.0,2222,closeMatch,eurostat-nace21
NACE_2.1,2225,NACE_2.0,2223,closeMatch,eurostat-nace21
NACE_2.1,2225,NACE_2.0,2229,closeMatch,eurostat-nace21
NACE_2.1,2226,NACE_2.0,2229,closeMatch,eurostat-nace21
NACE_2.1,23,NACE_2.0,13,closeMatch,eurostat-nace21
NACE_2.1,23,NACE_2.0,22,closeMatch,eurostat-nace21
NACE_2.1,23,NACE_2.0,23,closeMatch,eurostat-nace21
NACE_2.1,231,NACE_2.0,231,closeMatch,eurostat-nace21
NACE_2.1,2311,NACE_2.0,2311,closeMatch,eurostat-nace21
NACE_2.1,2312,NACE_2.0,2312,closeMatch,eurostat-nace21
NACE_2.1,2313,NACE_2.0,2313,closeMatch,eurostat-nace21
NACE_2.1,2314,NACE_2.0,2314,closeMatch,eurostat-nace21
NACE_2.1,2315,NACE_2.0,2319,closeMatch,eurostat-nace21
NACE_2.1,232,NACE_2.0,232,closeMatch,eurostat-nace21
NACE_2.1,2320,NACE_2.0,2320,closeMatch,eurostat-nace21
NACE_2.1,233,NACE_2.0,233,closeMatch,eurostat-nace21
NACE_2.1,2331,NACE_2.0,2331,closeMatch,eurostat-nace21
NACE_2.1,2332,NACE_2.0,2332,closeMatch,eurostat-nace21
NACE_2.1,234,NACE_2.0,234,closeMatch,eurostat-nace21
NACE_2.1,2341,NACE_2.0,2341,closeMatch,eurostat-nace21
NACE_2.1,2342,NACE_2.0,2342,closeMatch,eurostat-nace21
NACE_2.1,2343,NACE_2.0,2343,closeMatch,eurostat-nace21
NACE_2.1,2344,NACE_2.0,2344,closeMatch,eurostat-nace21
NACE_2.1,2345,NACE_2.0,2349,closeMatch,eurostat-nace21
NACE_2.1,235,NACE_2.0,235,closeMatch,eurostat-nace21
NACE_2.1,2351,NACE_2.0,2351,closeMatch,eurostat-nace21
NACE_2.1,2352,NACE_2.0,2352,closeMatch,eurostat-nace21
NACE_2.1,236,NACE_2.0,222,closeMatch,eurostat-nace21
NACE_2.1,236,NACE_2.0,236,closeMatch,eurostat-nace21
NACE_2.1,2361,NACE_2.0,2361,closeMatch,eurostat-nace21
NACE_2.1,2362,NACE_2.0,2362,closeMatch,eurostat-nace21
NACE_2.1,2363,NACE_2.0,2363,closeMatch,eurostat-nace21
NACE_2.1,2364,NACE_2.0,2364,closeMatch,eurostat-nace21
NACE_2.1,2365,NACE_2.0,2365,closeMatch,eurostat-nace21
NACE_2.1,2366,NACE_2.0,2223,closeMatch,eurostat-nace21
NACE_2.1,2366,NACE_2.0,2369,closeMatch,eurostat-nace21
NACE_2.1,237,NACE_2.0,237,closeMatch,eurostat-nace21
NACE_2.1,2370,NACE_2.0,2370,closeMatch,eurostat-nace21
NACE_2.1,239,NACE_2.0,132,closeMatch,eurostat-nace21
NACE_2.1,239,NACE_2.0,239,closeMatch,eurostat-nace21
NACE_2.1,2391,NACE_2.0,2391,closeMatch,eurostat-nace21
NACE_2.1,2399,NACE_2.0,1320,closeMatch,eurostat-nace21
NACE_2.1,2399,NACE_2.0,2399,closeMatch,eurostat-nace21
NACE_2.1,24,NACE_2.0,24,closeMatch,eurostat-nace21
NACE_2.1,241,NACE_2.0,241,closeMatch,eurostat-nace21
NACE_2.1,2410,NACE_2.0,2410,closeMatch,eurostat-nace21
NACE_2.1,242,NACE_2.0,242,closeMatch,eurostat-nace21
NACE_2.1,2420,NACE_2.0,2420,closeMatch,eurostat-nace21
NACE_2.1,243,NACE_2.0,243,closeMatch,eurostat-nace21
NACE_2.1,2431,NACE_2.0,2431,closeMatch,eurostat-nace21
NACE_2.1,2432,NACE_2.0,2432,closeMatch,eurostat-nace21
NACE_2.1,2433,NACE_2.0,2433,closeMatch,eurostat-nace21
NACE_2.1,2434,NACE_2.0,2434,closeMatch,eurostat-nace21
NACE_2.1,244,NACE_2.0,244,closeMatch,eurostat-nace21
NACE_2.1,2441,NACE_2.0,2441,closeMatch,eurostat-nace21
NACE_2.1,2442,NACE_2.0,2442,closeMatch,eurostat-nace21
NACE_2.1,2443,NACE_2.0,2443,closeMatch,eurostat-nace21
NACE_2.1,2444,NACE_2.0,2444,closeMatch,eurostat-nace21
NACE_2.1,2445,NACE_2.0,2445,closeMatch,eurostat-nace21
NACE_2.1,2446,NACE_2.0,2446,closeMatch,eurostat-nace21
NACE_2.1,245,NACE_2.0,245,closeMatch,eurostat-nace21
NACE_2.1,2451,NACE_2.0,2451,closeMatch,eurostat-nace21
NACE_2.1,2452,NACE_2.0,2452,closeMatch,eurostat-nace21
NACE_2.1,2453,NACE_2.0,2453,closeMatch,eurostat-nace21
NACE_2.1,2454,NACE_2.0,2453,closeMatch,eurostat-nace21
NACE_2.1,2454,NACE_2.0,2454,closeMatch,eurostat-nace21
NACE_2.1,25,NACE_2.0,25,closeMatch,eurostat-nace21
NACE_2.1,251,NACE_2.0,251,closeMatch,eurostat-nace21
NACE_2.1,2511,NACE_2.0,2511,closeMatch,eurostat-nace21
NACE_2.1,2512,NACE_2.0,2512,closeMatch,eurostat-nace21
NACE_2.1,252,NACE_2.0,252,closeMatch,eurostat-nace21
NACE_2.1,252,NACE_2.0,253,closeMatch,eurostat-nace21
NACE_2.1,2521,NACE_2.0,2521,closeMatch,eurostat-nace21
NACE_2.1,2521,NACE_2.0,2530,closeMatch,eurostat-nace21
NACE_2.1,2522,NACE_2.0,2529,closeMatch,eurostat-nace21
NACE_2.1,253,NACE_2.0,254,closeMatch,eurostat-nace21
NACE_2.1,2530,NACE_2.0,2540,closeMatch,eurostat-nace21
NACE_2.1,254,NACE_2.0,255,closeMatch,eurostat-nace21
NACE_2.1,2540,NACE_2.0,2550,closeMatch,eurostat-nace21
NACE_2.1,255,NACE_2.0,256,closeMatch,eurostat-nace21
NACE_2.1,2551,NACE_2.0,2561,closeMatch,eurostat-nace21
NACE_2.1,2552,NACE_2.0,2561,closeMatch,eurostat-nace21
NACE_2.1,2553,NACE_2.0,2561,closeMatch,eurostat-nace21
NACE_2.1,2553,NACE_2.0,2562,closeMatch,eurostat-nace21
NACE_2.1,256,NACE_2.0,257,closeMatch,eurostat-nace21
NACE_2.1,2561,NACE_2.0,2571,closeMatch,eurostat-nace21
NACE_2.1,2562,NACE_2.0,2572,closeMatch,eurostat-nace21
NACE_2.1,2563,NACE_2.0,2573,closeMatch,eurostat-nace21
NACE_2.1,259,NACE_2.0,259,closeMatch,eurostat-nace21
NACE_2.1,2591,NACE_2.0,2591,closeMatch,eurostat-nace21
NACE_2.1,2592,NACE_2.0,2592,closeMatch,eurostat-nace21
NACE_2.1,2593,NACE_2.0,2593,closeMatch,eurostat-nace21
NACE_2.1,2594,NACE_2.0,2594,closeMatch,eurostat-nace21
NACE_2.1,2599,NACE_2.0,2599,closeMatch,eurostat-nace21
NACE_2.1,26,NACE_2.0,26,closeMatch,eurostat-nace21
NACE_2.1,26,NACE_2.0,28,closeMatch,eurostat-nace21
NACE_2.1,26,NACE_2.0,32,closeMatch,eurostat-nace21
NACE_2.1,261,NACE_2.0,261,closeMatch,eurostat-nace21
NACE_2.1,2611,NACE_2.0,2611,closeMatch,eurostat-nace21
NACE_2.1,2612,NACE_2.0,2612,closeMatch,eurostat-nace21
NACE_2.1,262,NACE_2.0,262,closeMatch,eurostat-nace21
NACE_2.1,262,NACE_2.0,282,closeMatch,eurostat-nace21
NACE_2.1,2620,NACE_2.0,2620,closeMatch,eurostat-nace21
NACE_2.1,2620,NACE_2.0,2823,closeMatch,eurostat-nace21
NACE_2.1,263,NACE_2.0,263,closeMatch,eurostat-nace21
NACE_2.1,2630,NACE_2.0,2630,closeMatch,eurostat-nace21
NACE_2.1,264,NACE_2.0,262,closeMatch,eurostat-nace21
NACE_2.1,264,NACE_2.0,264,closeMatch,eurostat-nace21
NACE_2.1,2640,NACE_2.0,2620,closeMatch,eurostat-nace21
NACE_2.1,2640,NACE_2.0,2640,closeMatch,eurostat-nace21
NACE_2.1,265,NACE_2.0,263,closeMatch,eurostat-nace21
NACE_2.1,265,NACE_2.0,265,closeMatch,eurostat-nace21
NACE_2.1,2651,NACE_2.0,2630,closeMatch,eurostat-nace21
NACE_2.1,2651,NACE_2.0,2651,closeMatch,eurostat-nace21
NACE_2.1,2652,NACE_2.0,2652,closeMatch,eurostat-nace21
NACE_2.1,266,NACE_2.0,266,closeMatch,eurostat-nace21
NACE_2.1,266,NACE_2.0,325,closeMatch,eurostat-nace21
NACE_2.1,2660,NACE_2.0,2660,closeMatch,eurostat-nace21
NACE_2.1,2660,NACE_2.0,3250,closeMatch,eurostat-nace21
NACE_2.1,267,NACE_2.0,267,closeMatch,eurostat-nace21
NACE_2.1,267,NACE_2.0,268,closeMatch,eurostat-nace21
NACE_2.1,2670,NACE_2.0,2670,closeMatch,eurostat-nace21
NACE_2.1,2670,NACE_2.0,2680,closeMatch,eurostat-nace21
NACE_2.1,27,NACE_2.0,27,closeMatch,eurostat-nace21
NACE_2.1,27,NACE_2.0,28,closeMatch,eurostat-nace21
NACE_2.1,271,NACE_2.0,271,closeMatch,eurostat-nace21
NACE_2.1,271,NACE_2.0,279,closeMatch,eurostat-nace21
NACE_2.1,2711,NACE_2.0,2711,closeMatch,eurostat-nace21
NACE_2.1,2711,NACE_2.0,2712,closeMatch,eurostat-nace21
NACE_2.1,2711,NACE_2.0,2790,closeMatch,eurostat-nace21
NACE_2.1,2712,NACE_2.0,2712,closeMatch,eurostat-nace21
NACE_2.1,272,NACE_2.0,272,closeMatch,eurostat-nace21
NACE_2.1,2720,NACE_2.0,2720,closeMatch,eurostat-nace21
NACE_2.1,273,NACE_2.0,273,closeMatch,eurostat-nace21
NACE_2.1,2731,NACE_2.0,2731,closeMatch,eurostat-nace21
NACE_2.1,2732,NACE_2.0,2732,closeMatch,eurostat-nace21
NACE_2.1,2733,NACE_2.0,2733,closeMatch,eurostat-nace21
NACE_2.1,274,NACE_2.0,274,closeMatch,eurostat-nace21
NACE_2.1,2740,NACE_2.0,2740,closeMatch,eurostat-nace21
NACE_2.1,275,NACE_2.0,275,closeMatch,eurostat-nace21
NACE_2.1,2751,NACE_2.0,2751,closeMatch,eurostat-nace21
NACE_2.1,2752,NACE_2.0,2752,closeMatch,eurostat-nace21
NACE_2.1,279,NACE_2.0,279,closeMatch,eurostat-nace21
NACE_2.1,279,NACE_2.0,284,closeMatch,eurostat-nace21
NACE_2.1,2790,NACE_2.0,2790,closeMatch,eurostat-nace21
NACE_2.1,2790,NACE_2.0,2849,closeMatch,eurostat-nace21
NACE_2.1,28,NACE_2.0,25,closeMatch,eurostat-nace21
NACE_2.1,28,NACE_2.0,28,closeMatch,eurostat-nace21
NACE_2.1,281,NACE_2.0,281,closeMatch,eurostat-nace21
NACE_2.1,2811,NACE_2.0,2811,closeMatch,eurostat-nace21
NACE_2.1,2812,NACE_2.0,2812,closeMatch,eurostat-nace21
NACE_2.1,2813,NACE_2.0,2813,closeMatch,eurostat-nace21
NACE_2.1,2814,NACE_2.0,2814,closeMatch,eurostat-nace21
NACE_2.1,2815,NACE_2.0,2815,closeMatch,eurostat-nace21
NACE_2.1,282,NACE_2.0,252,closeMatch,eurostat-nace21
NACE_2.1,282,NACE_2.0,282,closeMatch,eurostat-nace21
NACE_2.1,2821,NACE_2.0,2521,closeMatch,eurostat-nace21
NACE_2.1,2821,NACE_2.0,2821,closeMatch,eurostat-nace21
NACE_2.1,2822,NACE_2.0,2822,closeMatch,eurostat-nace21
NACE_2.1,2823,NACE_2.0,2823,closeMatch,eurostat-nace21
NACE_2.1,2824,NACE_2.0,2824,closeMatch,eurostat-nace21
NACE_2.1,2825,NACE_2.0,2821,closeMatch,eurostat-nace21
NACE_2.1,2825,NACE_2.0,2825,closeMatch,eurostat-nace21
NACE_2.1,2829,NACE_2.0,2829,closeMatch,eurostat-nace21
NACE_2.1,283,NACE_2.0,283,closeMatch,eurostat-nace21
NACE_2.1,283,NACE_2.0,289,closeMatch,eurostat-nace21
NACE_2.1,2830,NACE_2.0,2830,closeMatch,eurostat-nace21
NACE_2.1,2830,NACE_2.0,2892,closeMatch,eurostat-nace21
NACE_2.1,284,NACE_2.0,284,closeMatch,eurostat-nace21
NACE_2.1,2841,NACE_2.0,2841,closeMatch,eurostat-nace21
NACE_2.1,2841,NACE_2.0,2849,closeMatch,eurostat-nace21
NACE_2.1,2842,NACE_2.0,2849,closeMatch,eurostat-nace21
NACE_2.1,289,NACE_2.0,282,closeMatch,eurostat-nace21
NACE_2.1,289,NACE_2.0,289,closeMatch,eurostat-nace21
NACE_2.1,2891,NACE_2.0,2891,closeMatch,eurostat-nace21
NACE_2.1,2892,NACE_2.0,2892,closeMatch,eurostat-nace21
NACE_2.1,2893,NACE_2.0,2829,closeMatch,eurostat-nace21
NACE_2.1,2893,NACE_2.0,2893,closeMatch,eurostat-nace21
NACE_2.1,2894,NACE_2.0,2894,closeMatch,eurostat-nace21
NACE_2.1,2895,NACE_2.0,2895,closeMatch,eurostat-nace21
NACE_2.1,2896,NACE_2.0,2896,closeMatch,eurostat-nace21
NACE_2.1,2897,NACE_2.0,2896,closeMatch,eurostat-nace21
NACE_2.1,2897,NACE_2.0,2899,closeMatch,eurostat-nace21
NACE_2.1,2899,NACE_2.0,2899,closeMatch,eurostat-nace21
NACE_2.1,29,NACE_2.0,23,closeMatch,eurostat-nace21
NACE_2.1,29,NACE_2.0,27,closeMatch,eurostat-nace21
NACE_2.1,29,NACE_2.0,28,closeMatch,eurostat-nace21
NACE_2.1,29,NACE_2.0,29,closeMatch,eurostat-nace21
NACE_2.1,291,NACE_2.0,271,closeMatch,eurostat-nace21
NACE_2.1,291,NACE_2.0,291,closeMatch,eurostat-nace21
NACE_2.1,2910,NACE_2.0,2711,closeMatch,eurostat-nace21
NACE_2.1,2910,NACE_2.0,2910,closeMatch,eurostat-nace21
NACE_2.1,292,NACE_2.0,292,closeMatch,eurostat-nace21
NACE_2.1,2920,NACE_2.0,2920,closeMatch,eurostat-nace21
NACE_2.1,293,NACE_2.0,231,closeMatch,eurostat-nace21
NACE_2.1,293,NACE_2.0,279,closeMatch,eurostat-nace21
NACE_2.1,293,NACE_2.0,281,closeMatch,eurostat-nace21
NACE_2.1,293,NACE_2.0,282,closeMatch,eurostat-nace21
NACE_2.1,293,NACE_2.0,293,closeMatch,eurostat-nace21
NACE_2.1,2931,NACE_2.0,2790,closeMatch,eurostat-nace21
NACE_2.1,2931,NACE_2.0,2931,closeMatch,eurostat-nace21
NACE_2.1,2932,NACE_2.0,2312,closeMatch,eurostat-nace21
NACE_2.1,2932,NACE_2.0,2811,closeMatch,eurostat-nace21
NACE_2.1,2932,NACE_2.0,2825,closeMatch,eurostat-nace21
NACE_2.1,2932,NACE_2.0,2932,closeMatch,eurostat-nace21
NACE_2.1,30,NACE_2.0,28,closeMatch,eurostat-nace21
NACE_2.1,30,NACE_2.0,30,closeMatch,eurostat-nace21
NACE_2.1,301,NACE_2.0,301,closeMatch,eurostat-nace21
NACE_2.1,3011,NACE_2.0,3011,closeMatch,eurostat-nace21
NACE_2.1,3012,NACE_2.0,3012,closeMatch,eurostat-nace21
NACE_2.1,3013,NACE_2.0,3011,closeMatch,eurostat-nace21
NACE_2.1,302,NACE_2.0,302,closeMatch,eurostat-nace21
NACE_2.1,3020,NACE_2.0,3020,closeMatch,eurostat-nace21
NACE_2.1,303,NACE_2.0,303,closeMatch,eurostat-nace21
NACE_2.1,3031,NACE_2.0,3030,closeMatch,eurostat-nace21
NACE_2.1,3032,NACE_2.0,3030,closeMatch,eurostat-nace21
NACE_2.1,304,NACE_2.0,304,closeMatch,eurostat-nace21
NACE_2.1,3040,NACE_2.0,3040,closeMatch,eurostat-nace21
NACE_2.1,309,NACE_2.0,281,closeMatch,eurostat-nace21
NACE_2.1,309,NACE_2.0,309,closeMatch,eurostat-nace21
NACE_2.1,3091,NACE_2.0,2811,closeMatch,eurostat-nace21
NACE_2.1,3091,NACE_2.0,3091,closeMatch,eurostat-nace21
NACE_2.1,3092,NACE_2.0,3091,closeMatch,eurostat-nace21
NACE_2.1,3092,NACE_2.0,3092,closeMatch,eurostat-nace21
NACE_2.1,3099,NACE_2.0,3099,closeMatch,eurostat-nace21
NACE_2.1,31,NACE_2.0,23,closeMatch,eurostat-nace21
NACE_2.1,31,NACE_2.0,31,closeMatch,eurostat-nace21
NACE_2.1,310,NACE_2.0,234,closeMatch,eurostat-nace21
NACE_2.1,310,NACE_2.0,310,closeMatch,eurostat-nace21
NACE_2.1,3100,NACE_2.0,2342,closeMatch,eurostat-nace21
NACE_2.1,3100,NACE_2.0,3101,closeMatch,eurostat-nace21
NACE_2.1,3100,NACE_2.0,3102,closeMatch,eurostat-nace21
NACE_2.1,3100,NACE_2.0,3103,closeMatch,eurostat-nace21
NACE_2.1,3100,NACE_2.0,3109,closeMatch,eurostat-nace21
NACE_2.1,32,NACE_2.0,27,closeMatch,eurostat-nace21
NACE_2.1,32,NACE_2.0,32,closeMatch,eurostat-nace21
NACE_2.1,321,NACE_2.0,321,closeMatch,eurostat-nace21
NACE_2.1,3211,NACE_2.0,3211,closeMatch,eurostat-nace21
NACE_2.1,3212,NACE_2.0,3212,closeMatch,eurostat-nace21
NACE_2.1,3213,NACE_2.0,3213,closeMatch,eurostat-nace21
NACE_2.1,322,NACE_2.0,322,closeMatch,eurostat-nace21
NACE_2.1,3220,NACE_2.0,3220,closeMatch,eurostat-nace21
NACE_2.1,323,NACE_2.0,323,closeMatch,eurostat-nace21
NACE_2.1,3230,NACE_2.0,3230,closeMatch,eurostat-nace21
NACE_2.1,324,NACE_2.0,324,closeMatch,eurostat-nace21
NACE_2.1,3240,NACE_2.0,3240,closeMatch,eurostat-nace21
NACE_2.1,325,NACE_2.0,325,closeMatch,eurostat-nace21
NACE_2.1,325,NACE_2.0,329,closeMatch,eurostat-nace21
NACE_2.1,3250,NACE_2.0,3250,closeMatch,eurostat-nace21
NACE_2.1,3250,NACE_2.0,3299,closeMatch,eurostat-nace21
NACE_2.1,329,NACE_2.0,279,closeMatch,eurostat-nace21
NACE_2.1,329,NACE_2.0,323,closeMatch,eurostat-nace21
NACE_2.1,329,NACE_2.0,329,closeMatch,eurostat-nace21
NACE_2.1,3291,NACE_2.0,3291,closeMatch,eurostat-nace21
NACE_2.1,3299,NACE_2.0,2790,closeMatch,eurostat-nace21
NACE_2.1,3299,NACE_2.0,3230,closeMatch,eurostat-nace21
NACE_2.1,3299,NACE_2.0,3299,closeMatch,eurostat-nace21
NACE_2.1,33,NACE_2.0,30,closeMatch,eurostat-nace21
NACE_2.1,33,NACE_2.0,33,closeMatch,eurostat-nace21
NACE_2.1,331,NACE_2.0,304,closeMatch,eurostat-nace21
NACE_2.1,331,NACE_2.0,331,closeMatch,eurostat-nace21
NACE_2.1,3311,NACE_2.0,3311,closeMatch,eurostat-nace21
NACE_2.1,3312,NACE_2.0,3312,closeMatch,eurostat-nace21
NACE_2.1,3313,NACE_2.0,3313,closeMatch,eurostat-nace21
NACE_2.1,3314,NACE_2.0,3314,closeMatch,eurostat-nace21
NACE_2.1,3315,NACE_2.0,3312,closeMatch,eurostat-nace21
NACE_2.1,3315,NACE_2.0,3315,closeMatch,eurostat-nace21
NACE_2.1,3316,NACE_2.0,3316,closeMatch,eurostat-nace21
NACE_2.1,3317,NACE_2.0,3311,closeMatch,eurostat-nace21
NACE_2.1,3317,NACE_2.0,3317,closeMatch,eurostat-nace21
NACE_2.1,3318,NACE_2.0,3040,closeMatch,eurostat-nace21
NACE_2.1,3318,NACE_2.0,3312,closeMatch,eurostat-nace21
NACE_2.1,3318,NACE_2.0,3315,closeMatch,eurostat-nace21
NACE_2.1,3318,NACE_2.0,3316,closeMatch,eurostat-nace21
NACE_2.1,3319,NACE_2.0,3319,closeMatch,eurostat-nace21
NACE_2.1,332,NACE_2.0,332,closeMatch,eurostat-nace21
NACE_2.1,3320,NACE_2.0,3320,closeMatch,eurostat-nace21
NACE_2.1,35,NACE_2.0,35,closeMatch,eurostat-nace21
NACE_2.1,35,NACE_2.0,52,closeMatch,eurostat-nace21
NACE_2.1,351,NACE_2.0,351,closeMatch,eurostat-nace21
NACE_2.1,3511,NACE_2.0,3511,closeMatch,eurostat-nace21
NACE_2.1,3512,NACE_2.0,3511,closeMatch,eurostat-nace21
NACE_2.1,3513,NACE_2.0,3512,closeMatch,eurostat-nace21
NACE_2.1,3514,NACE_2.0,3513,closeMatch,eurostat-nace21
NACE_2.1,3515,NACE_2.0,3514,closeMatch,eurostat-nace21
NACE_2.1,3516,NACE_2.0,3511,closeMatch,eurostat-nace21
NACE_2.1,352,NACE_2.0,352,closeMatch,eurostat-nace21
NACE_2.1,352,NACE_2.0,521,closeMatch,eurostat-nace21
NACE_2.1,3521,NACE_2.0,3521,closeMatch,eurostat-nace21
NACE_2.1,3522,NACE_2.0,3522,closeMatch,eurostat-nace21
NACE_2.1,3523,NACE_2.0,3523,closeMatch,eurostat-nace21
NACE_2.1,3524,NACE_2.0,5210,closeMatch,eurostat-nace21
NACE_2.1,353,NACE_2.0,353,closeMatch,eurostat-nace21
NACE_2.1,3530,NACE_2.0,3530,closeMatch,eurostat-nace21
NACE_2.1,354,NACE_2.0,351,closeMatch,eurostat-nace21
NACE_2.1,354,NACE_2.0,352,closeMatch,eurostat-nace21
NACE_2.1,3540,NACE_2.0,3514,closeMatch,eurostat-nace21
NACE_2.1,3540,NACE_2.0,3523,closeMatch,eurostat-nace21
NACE_2.1,36,NACE_2.0,36,closeMatch,eurostat-nace21
NACE_2.1,360,NACE_2.0,360,closeMatch,eurostat-nace21
NACE_2.1,3600,NACE_2.0,3600,closeMatch,eurostat-nace21
NACE_2.1,37,NACE_2.0,37,closeMatch,eurostat-nace21
NACE_2.1,370,NACE_2.0,370,closeMatch,eurostat-nace21
NACE_2.1,3700,NACE_2.0,3700,closeMatch,eurostat-nace21
NACE_2.1,38,NACE_2.0,38,closeMatch,eurostat-nace21
NACE_2.1,381,NACE_2.0,381,closeMatch,eurostat-nace21
NACE_2.1,3811,NACE_2.0,3811,closeMatch,eurostat-nace21
NACE_2.1,3812,NACE_2.0,3812,closeMatch,eurostat-nace21
NACE_2.1,382,NACE_2.0,382,closeMatch,eurostat-nace21
NACE_2.1,382,NACE_2.0,383,closeMatch,eurostat-nace21
NACE_2.1,3821,NACE_2.0,3821,closeMatch,eurostat-nace21
NACE_2.1,3821,NACE_2.0,3831,closeMatch,eurostat-nace21
NACE_2.1,3821,NACE_2.0,3832,closeMatch,eurostat-nace21
NACE_2.1,3822,NACE_2.0,3821,closeMatch,eurostat-nace21
NACE_2.1,3822,NACE_2.0,3822,closeMatch,eurostat-nace21
NACE_2.1,3823,NACE_2.0,3821,closeMatch,eurostat-nace21
NACE_2.1,3823,NACE_2.0,3822,closeMatch,eurostat-nace21
NACE_2.1,383,NACE_2.0,382,closeMatch,eurostat-nace21
NACE_2.1,3831,NACE_2.0,3821,closeMatch,eurostat-nace21
NACE_2.1,3831,NACE_2.0,3822,closeMatch,eurostat-nace21
NACE_2.1,3832,NACE_2.0,3821,closeMatch,eurostat-nace21
NACE_2.1,3832,NACE_2.0,3822,closeMatch,eurostat-nace21
NACE_2.1,3833,NACE_2.0,3821,closeMatch,eurostat-nace21
NACE_2.1,3833,NACE_2.0,3822,closeMatch,eurostat-nace21
NACE_2.1,39,NACE_2.0,39,closeMatch,eurostat-nace21
NACE_2.1,390,NACE_2.0,390,closeMatch,eurostat-nace21
NACE_2.1,3900,NACE_2.0,3900,closeMatch,eurostat-nace21
NACE_2.1,41,NACE_2.0,41,closeMatch,eurostat-nace21
NACE_2.1,410,NACE_2.0,412,closeMatch,eurostat-nace21
NACE_2.1,4100,NACE_2.0,4120,closeMatch,eurostat-nace21
NACE_2.1,42,NACE_2.0,42,closeMatch,eurostat-nace21
NACE_2.1,42,NACE_2.0,43,closeMatch,eurostat-nace21
NACE_2.1,421,NACE_2.0,421,closeMatch,eurostat-nace21
NACE_2.1,4211,NACE_2.0,4211,closeMatch,eurostat-nace21
NACE_2.1,4212,NACE_2.0,4212,closeMatch,eurostat-nace21
NACE_2.1,4213,NACE_2.0,4213,closeMatch,eurostat-nace21
NACE_2.1,422,NACE_2.0,422,closeMatch,eurostat-nace21
NACE_2.1,4221,NACE_2.0,4221,closeMatch,eurostat-nace21
NACE_2.1,4222,NACE_2.0,4222,closeMatch,eurostat-nace21
NACE_2.1,429,NACE_2.0,429,closeMatch,eurostat-nace21
NACE_2.1,429,NACE_2.0,439,closeMatch,eurostat-nace21
NACE_2.1,4291,NACE_2.0,4291,closeMatch,eurostat-nace21
NACE_2.1,4299,NACE_2.0,4299,closeMatch,eurostat-nace21
NACE_2.1,4299,NACE_2.0,4399,closeMatch,eurostat-nace21
NACE_2.1,43,NACE_2.0,41,closeMatch,eurostat-nace21
NACE_2.1,43,NACE_2.0,42,closeMatch,eurostat-nace21
NACE_2.1,43,NACE_2.0,43,closeMatch,eurostat-nace21
NACE_2.1,43,NACE_2.0,82,closeMatch,eurostat-nace21
NACE_2.1,431,NACE_2.0,431,closeMatch,eurostat-nace21
NACE_2.1,4311,NACE_2.0,4311,closeMatch,eurostat-nace21
NACE_2.1,4312,NACE_2.0,4312,closeMatch,eurostat-nace21
NACE_2.1,4313,NACE_2.0,4313,closeMatch,eurostat-nace21
NACE_2.1,432,NACE_2.0,432,closeMatch,eurostat-nace21
NACE_2.1,432,NACE_2.0,433,closeMatch,eurostat-nace21
NACE_2.1,432,NACE_2.0,439,closeMatch,eurostat-nace21
NACE_2.1,4321,NACE_2.0,4321,closeMatch,eurostat-nace21
NACE_2.1,4322,NACE_2.0,4322,closeMatch,eurostat-nace21
NACE_2.1,4322,NACE_2.0,4399,closeMatch,eurostat-nace21
NACE_2.1,4323,NACE_2.0,4329,closeMatch,eurostat-nace21
NACE_2.1,4323,NACE_2.0,4339,closeMatch,eurostat-nace21
NACE_2.1,4323,NACE_2.0,4399,closeMatch,eurostat-nace21
NACE_2.1,4324,NACE_2.0,4329,closeMatch,eurostat-nace21
NACE_2.1,433,NACE_2.0,433,closeMatch,eurostat-nace21
NACE_2.1,433,NACE_2.0,439,closeMatch,eurostat-nace21
NACE_2.1,4331,NACE_2.0,4331,closeMatch,eurostat-nace21
