name,country,date_added,category,source_url,source_list,warning_type,additional_info
cornerstone-capital.ch,,2026-04-29,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/cornerstone-capital_ch/,finma-warnings,unauthorized_provider,cornerstone-capital_ch
AmbFx / ambinvestments.co,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/ambfx---ambinvestments_co/,finma-warnings,unauthorized_provider,ambfx---ambinvestments_co
Tradock / tradock.me,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/tradock---tradock_me/,finma-warnings,unauthorized_provider,tradock---tradock_me
unitedconsultingtrust-ag.com,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/unitedconsultingtrust-ag_com/,finma-warnings,unauthorized_provider,unitedconsultingtrust-ag_com
lincolninvest-ag.com,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/lincolninvest-ag_com/,finma-warnings,unauthorized_provider,lincolninvest-ag_com
vermögens-center.com,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/vermoegens-center_com/,finma-warnings,unauthorized_provider,vermoegens-center_com
atticus-am.com,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/atticus-am_com/,finma-warnings,unauthorized_provider,atticus-am_com
re-investment.ch,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/re-investment_ch/,finma-warnings,unauthorized_provider,re-investment_ch
GoldPro SA / goldpro.com,,2026-04-28,Negative list news,https://www.finma.ch/en/finma-public/warnungen/warning-list/goldpro-sa---goldpro_com/,finma-warnings,unauthorized_provider,goldpro-sa---goldpro_com
Velosir / velo-sir.com,,2026-04-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/velosir-velo-sir_com/,finma-warnings,unauthorized_provider,velosir-velo-sir_com
Future AU / future-au.com,,2026-04-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/future-au-future-au_com/,finma-warnings,unauthorized_provider,future-au-future-au_com
apollo-invest-sa.ch,,2026-04-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/apollo-invest-sa_ch/,finma-warnings,unauthorized_provider,apollo-invest-sa_ch
mamadvisors.ch,,2026-04-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/mamadvisors_ch/,finma-warnings,unauthorized_provider,mamadvisors_ch
bsfinanz.com,,2026-04-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bsfinanz_com/,finma-warnings,unauthorized_provider,bsfinanz_com
WALTRAUD GROUP / waltraud-group.com,,2026-04-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/waltraud-group---waltraud-group_com/,finma-warnings,unauthorized_provider,waltraud-group---waltraud-group_com
Heidi Pfister,,2026-04-21,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/heidi-pfister/,finma-warnings,unauthorized_provider,heidi-pfister
Bitcoinch / bitcoinch.ai,,2026-04-21,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bitcoinch/,finma-warnings,unauthorized_provider,bitcoinch
ameryssa.com,,2026-04-20,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/ameryssa_com/,finma-warnings,unauthorized_provider,ameryssa_com
essedi-am.com,,2026-04-14,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/essedi-am_com/,finma-warnings,unauthorized_provider,essedi-am_com
Macro Venture / macroventuregroup.com,,2026-04-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/macro-venture-macroventuregroup_com/,finma-warnings,unauthorized_provider,macro-venture-macroventuregroup_com
BitChange Pro / bitchangepro.com,,2026-04-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bitchange-pro-bitchangepro_com/,finma-warnings,unauthorized_provider,bitchange-pro-bitchangepro_com
Omegatons / omegatons.com,,2026-04-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/omegatons-omegatons_com/,finma-warnings,unauthorized_provider,omegatons-omegatons_com
Valid-frx Limited / valid-frxlimited.com,,2026-04-10,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/valid-frx-limited-valid-frxlimited_com/,finma-warnings,unauthorized_provider,valid-frx-limited-valid-frxlimited_com
swissheritagecapital.com,,2026-04-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/swissheritagecapital_com/,finma-warnings,unauthorized_provider,swissheritagecapital_com
Rock Point Partners / rockpointpartners.com,,2026-04-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/rock-point-partners-rockpointpartners_com/,finma-warnings,unauthorized_provider,rock-point-partners-rockpointpartners_com
Damac-Trade / damac-trade.com,,2026-04-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/damac-trade-damac-trade_com/,finma-warnings,unauthorized_provider,damac-trade-damac-trade_com
BullsWealth / bullswealth.com,,2026-04-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bullswealth-bullswealth_com/,finma-warnings,unauthorized_provider,bullswealth-bullswealth_com
ellenberger.pro,,2026-04-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/ellenberger-pro/,finma-warnings,unauthorized_provider,ellenberger-pro
WealthTrade / wealthtrade.ch,,2026-04-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/wealthtrade-wealthtrade_ch/,finma-warnings,unauthorized_provider,wealthtrade-wealthtrade_ch
bondshare-investment-ag.com,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bondshare-investment-ag_com/,finma-warnings,unauthorized_provider,bondshare-investment-ag_com
Josef Seibel Investments / jsinvestments.ch,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/josef-seibel-investments-jsinvestments_ch/,finma-warnings,unauthorized_provider,josef-seibel-investments-jsinvestments_ch
SolvexPro / solvexpro.io,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/solvexpro-solvexpro_io/,finma-warnings,unauthorized_provider,solvexpro-solvexpro_io
flagship-investmentsag.com und flaggschiff.ag,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/flagship-investmentsag_com-und-flaggschiff_ag/,finma-warnings,unauthorized_provider,flagship-investmentsag_com-und-flaggschiff_ag
Cape Coins / cape-coins.com,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/cape-coins-cape-coins_com/,finma-warnings,unauthorized_provider,cape-coins-cape-coins_com
targon.ltd,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/targon_ltd/,finma-warnings,unauthorized_provider,targon_ltd
Secure Beacon Finances (Switzerland) SA / sb-finances.com,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/secure-beacon-finances-switzerland-sa-sb-finances_com/,finma-warnings,unauthorized_provider,secure-beacon-finances-switzerland-sa-sb-finances_com
Neo Way Solution GmbH / neowaysolution.net,,2026-03-31,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/neo-way-solution-gmbh-neowaysolution_net/,finma-warnings,unauthorized_provider,neo-way-solution-gmbh-neowaysolution_net
pkassets.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/pkassets_com/,finma-warnings,unauthorized_provider,pkassets_com
fintrust-limited.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/fintrust-limited_com/,finma-warnings,unauthorized_provider,fintrust-limited_com
mka-capital.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/mka-capital_com/,finma-warnings,unauthorized_provider,mka-capital_com
vardora-partners.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/vardora-partners_com/,finma-warnings,unauthorized_provider,vardora-partners_com
Hanse Kapital / hanse-kapital.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/hanse-kapital-hanse-kapital_com/,finma-warnings,unauthorized_provider,hanse-kapital-hanse-kapital_com
ott-investments.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/ott-investments_com/,finma-warnings,unauthorized_provider,ott-investments_com
sterwen-sa.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/sterwen-sa_com/,finma-warnings,unauthorized_provider,sterwen-sa_com
https://spreadsagl.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/spreadsagl_com/,finma-warnings,unauthorized_provider,spreadsagl_com
trustis-ag.com,,2026-03-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/trustis-ag_com/,finma-warnings,unauthorized_provider,trustis-ag_com
Valtegra Consulting / valtegra-consulting.com,,2026-03-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/valtegra-consulting-valtegra-consulting-com/,finma-warnings,unauthorized_provider,valtegra-consulting-valtegra-consulting-com
Empire Market Insight Group,,2026-03-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/empire-market-insight-group/,finma-warnings,unauthorized_provider,empire-market-insight-group
sg-invest-sa.com,,2026-03-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/sg-invest-sa-com/,finma-warnings,unauthorized_provider,sg-invest-sa-com
Swiss Credit Direct AG / swisscredit-direct.ch,,2026-03-25,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/swiss-credit-direct-ag-swisscredit-direct_ch/,finma-warnings,unauthorized_provider,swiss-credit-direct-ag-swisscredit-direct_ch
Republichain / republichain.com,,2026-03-25,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/republichain-republichain_com/,finma-warnings,unauthorized_provider,republichain-republichain_com
anancor.com,,2026-03-20,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/anancor-com/,finma-warnings,unauthorized_provider,anancor-com
Capvest Consulting / capvest-consulting.com,,2026-03-20,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/capvest-consulting-capvest-consulting-com/,finma-warnings,unauthorized_provider,capvest-consulting-capvest-consulting-com
FlowBitEnergy / flowbitenergy.com,,2026-03-12,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/flowbitenergy/,finma-warnings,unauthorized_provider,flowbitenergy
hubu-ag.com,,2026-03-05,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/hubu-ag_com/,finma-warnings,unauthorized_provider,hubu-ag_com
maninvestments-ag.com,,2026-03-04,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/maninvestments-ag_com/,finma-warnings,unauthorized_provider,maninvestments-ag_com
Neidhart & Manhart Holdings,,2026-03-04,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/neidhart_and_manhart_holdings/,finma-warnings,unauthorized_provider,neidhart_and_manhart_holdings
chiyoda-trust.ch / chiyoda-trust.com,,2026-02-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/chiyoda-trust-ch-chiyoda-trust-com/,finma-warnings,unauthorized_provider,chiyoda-trust-ch-chiyoda-trust-com
Maca Group LLC / maca-group.org,,2026-02-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/maca-group-llc-maca-group-org/,finma-warnings,unauthorized_provider,maca-group-llc-maca-group-org
LearnSpreadPro LTD / learnspreadpro.com,,2026-02-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/learnspreadpro-ltd-learnspreadpro-com/,finma-warnings,unauthorized_provider,learnspreadpro-ltd-learnspreadpro-com
BankingCircle / bankingcircle.org,,2026-02-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bankingcircle-bankingcircle-org/,finma-warnings,unauthorized_provider,bankingcircle-bankingcircle-org
orion-capitals.com,,2026-02-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/orion-capitals-com/,finma-warnings,unauthorized_provider,orion-capitals-com
Classic Invest Zürich / quencneedg.com,,2026-02-26,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/classic-invest-zuerich---quencneedg_com/,finma-warnings,unauthorized_provider,classic-invest-zuerich---quencneedg_com
fidelity-ag.com,,2026-02-26,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/fidelity-ag_com/,finma-warnings,unauthorized_provider,fidelity-ag_com
Blazerusholdings / Blazerush Holdings / blazerusholdings.com,,2026-02-26,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/blazerusholdings---blazerush-holdings---blazerusholdings_com/,finma-warnings,unauthorized_provider,blazerusholdings---blazerush-holdings---blazerusholdings_com
Valoris Trust Corporation / valoristrust-corp.com,,2026-02-26,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/valoris-trust-corporation---valoristrust-corp_com/,finma-warnings,unauthorized_provider,valoris-trust-corporation---valoristrust-corp_com
GrandGateAgency / grandgateagency.net,,2026-02-26,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/grandgateagency---grandgateagency_net/,finma-warnings,unauthorized_provider,grandgateagency---grandgateagency_net
Orb Strategies / orbstrategies.com,,2026-02-26,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/orb-strategies---orbstrategies_com/,finma-warnings,unauthorized_provider,orb-strategies---orbstrategies_com
Minuzza AG,,2026-02-26,Entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/minuzza-ag/,finma-warnings,unauthorized_provider,minuzza-ag
www.prosperagroup.se,,2026-02-24,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/www_prosperagroup_se/,finma-warnings,unauthorized_provider,www_prosperagroup_se
Dahlmann Group / dahlmann-group.com,,2026-02-24,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/dahlmann-group---dahlmann-group_com/,finma-warnings,unauthorized_provider,dahlmann-group---dahlmann-group_com
Q&S AG / quest-and-success.com,,2026-02-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/q_and_s_ag---quest-and-success_com/,finma-warnings,unauthorized_provider,q_and_s_ag---quest-and-success_com
Ihre kluge Wahl GmbH / iklug.ch,,2026-02-23,Entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/ihre-kluge-wahl-gmbh---iklug_ch/,finma-warnings,unauthorized_provider,ihre-kluge-wahl-gmbh---iklug_ch
Zarana GmbH,,2026-02-23,Entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/zarana-gmbh/,finma-warnings,unauthorized_provider,zarana-gmbh
Trends Financial Group / trendsfingroup.com,,2026-02-20,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/trends-financial-group-trendsfingroup-com/,finma-warnings,unauthorized_provider,trends-financial-group-trendsfingroup-com
Alpinedream Funds / alpinedreamfunds.com,,2026-02-20,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/alpinedream-funds-alpinedreamfunds-com/,finma-warnings,unauthorized_provider,alpinedream-funds-alpinedreamfunds-com
bendanag.com,,2026-02-19,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/bendanag_com/,finma-warnings,unauthorized_provider,bendanag_com
Gorilla Chain / gorilla-chain.com,,2026-02-19,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/gorilla-chain---gorilla-chain_com/,finma-warnings,unauthorized_provider,gorilla-chain---gorilla-chain_com
Zurich Coin Bank / zurichcb.com,,2026-02-19,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/zurich-coin-bank---zurichcb_com/,finma-warnings,unauthorized_provider,zurich-coin-bank---zurichcb_com
Interosoft / ins-pro.net,,2026-02-19,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/interosoft---ins-pro_net/,finma-warnings,unauthorized_provider,interosoft---ins-pro_net
acconeholding.com,,2026-02-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/acconeholding-com/,finma-warnings,unauthorized_provider,acconeholding-com
sg-zug.com,,2026-02-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/sg-zug-com/,finma-warnings,unauthorized_provider,sg-zug-com
crescent-trustee.info,,2026-02-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/crescent-trustee-info/,finma-warnings,unauthorized_provider,crescent-trustee-info
kreyfinancialservices.com,,2026-02-11,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/kreyfinancialservices_com/,finma-warnings,unauthorized_provider,kreyfinancialservices_com
smartdirect500,,2026-02-10,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/smartdirect500/,finma-warnings,unauthorized_provider,smartdirect500
globalkeys-sa.com,,2026-02-09,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/globalkeys-sa_com/,finma-warnings,unauthorized_provider,globalkeys-sa_com
pafinanz.com,,2026-02-06,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/pafinanz-com/,finma-warnings,unauthorized_provider,pafinanz-com
TheAdvanceGlory / theadvanceglory.io,,2026-02-06,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/theadvanceglory-theadvanceglory-io/,finma-warnings,unauthorized_provider,theadvanceglory-theadvanceglory-io
EU Fixed Rates AG / euroratescompare.org,,2026-02-06,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/eu-fixed-rates-ag-euroratescompare-org/,finma-warnings,unauthorized_provider,eu-fixed-rates-ag-euroratescompare-org
aura-consultag.com,,2026-02-02,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/aura-consultag_com/,finma-warnings,unauthorized_provider,aura-consultag_com
itscapitalag.com,,2026-02-02,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/itscapitalag_com/,finma-warnings,unauthorized_provider,itscapitalag_com
Kaeser LLC / kaeser-llc.com,,2026-02-02,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/kaeser-llc---kaeser-llc_com/,finma-warnings,unauthorized_provider,kaeser-llc---kaeser-llc_com
www.wintons.ch,,2026-02-02,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/www_wintons_ch/,finma-warnings,unauthorized_provider,www_wintons_ch
penfordinvestments.ch,,2026-01-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/penfordinvestments-ch/,finma-warnings,unauthorized_provider,penfordinvestments-ch
sardona-ag.com / sardonagroup.com,,2026-01-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/sardona-ag-com-sardonagroup-com/,finma-warnings,unauthorized_provider,sardona-ag-com-sardonagroup-com
isptraders.com,,2026-01-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/isptraders-com/,finma-warnings,unauthorized_provider,isptraders-com
Exellencera / exellencera.net,,2026-01-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/exellencera-exellencera-net/,finma-warnings,unauthorized_provider,exellencera-exellencera-net
TradeOn500 / tradeon500.com,,2026-01-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/tradeon500-tradeon500-com/,finma-warnings,unauthorized_provider,tradeon500-tradeon500-com
GmtFX / gmtfx1.io,,2026-01-30,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/gmtfx-gmtfx1-io/,finma-warnings,unauthorized_provider,gmtfx-gmtfx1-io
finabel.co,,2026-01-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/finabel_co/,finma-warnings,unauthorized_provider,finabel_co
Capital Altrion Ltd / capitalaltrion.com,,2026-01-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/capital-altrion-ltd---capitalaltrion_com/,finma-warnings,unauthorized_provider,capital-altrion-ltd---capitalaltrion_com
Westpoint International / westpoint.inc,,2026-01-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/westpoint-international---westpoint_inc/,finma-warnings,unauthorized_provider,westpoint-international---westpoint_inc
Trader Minds AI / tradebyai.org,,2026-01-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/trader-minds-ai---tradebyai_org/,finma-warnings,unauthorized_provider,trader-minds-ai---tradebyai_org
Arden International / ardeninternational.co,,2026-01-28,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/arden-international---ardeninternational_co/,finma-warnings,unauthorized_provider,arden-international---ardeninternational_co
www.df-invest.ch,,2026-01-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/www-df-invest-ch/,finma-warnings,unauthorized_provider,www-df-invest-ch
Swiss Apex AI / swissapexai.com / trading-area.swissapexfx.me,,2026-01-27,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/swiss-apex-ai---swissapexai_com/,finma-warnings,unauthorized_provider,swiss-apex-ai---swissapexai_com
kygxs.com / kahyxcapital.com / kahyxcapitalsarl.com / kahyxcapitalholdings.com,,2026-01-22,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/kygxs-com/,finma-warnings,unauthorized_provider,kygxs-com
AlpenAlliance / alpenalliance.com,,2026-01-14,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/alpenalliance---alpenalliance_com/,finma-warnings,unauthorized_provider,alpenalliance---alpenalliance_com
Fx Pro Capital / fxprocapital.io,,2026-01-14,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/fx-pro-capital---fxprocapital_io/,finma-warnings,unauthorized_provider,fx-pro-capital---fxprocapital_io
Senvia Advisory SA / senviaadvisor.com,,2026-01-14,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/senvia-advisory-sa---senviaadvisor_com/,finma-warnings,unauthorized_provider,senvia-advisory-sa---senviaadvisor_com
heerandpartner.com / heerundpartner.com / heeradvokatur.com / heerand-partners.partners,,2026-01-14,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/heerandpartner_com---heerundpartner_com---heeradvokatur_com---heerand-partners_partners/,finma-warnings,unauthorized_provider,heerandpartner_com---heerundpartner_com---heeradvokatur_com---heerand-partners_partners
azura-ag.com,,2026-01-13,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/azura-ag_com/,finma-warnings,unauthorized_provider,azura-ag_com
Cristal / cristal-platform.com,,2026-01-07,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/cristal-cristal-platform-com/,finma-warnings,unauthorized_provider,cristal-cristal-platform-com
amber-partners-group.ch,,2025-12-29,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/amber-partners-group-ch/,finma-warnings,unauthorized_provider,amber-partners-group-ch
Fintevex / fintevex.io,,2025-12-29,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/fintevex-fintevex-io/,finma-warnings,unauthorized_provider,fintevex-fintevex-io
Quantum Growth Capital / gq-capitals.com,,2025-12-24,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/quantum-growth-capital-gq-capitals-com/,finma-warnings,unauthorized_provider,quantum-growth-capital-gq-capitals-com
firecrest-capital.com,,2025-12-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/firecrest-capital-com/,finma-warnings,unauthorized_provider,firecrest-capital-com
petit-port-capital.ch,,2025-12-23,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/petit-port-capital-ch/,finma-warnings,unauthorized_provider,petit-port-capital-ch
Nextrade Holding Company / www.nextrade.holdings,,2025-12-22,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/nextrade-holding-company-www-nextrade-holdings/,finma-warnings,unauthorized_provider,nextrade-holding-company-www-nextrade-holdings
Alpafin Bank SARL / alpafin.ch,,2025-12-19,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/alpafin-bank-sarl-alpafin-ch/,finma-warnings,unauthorized_provider,alpafin-bank-sarl-alpafin-ch
endowfirm.net,,2025-12-19,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/endowfirm-net/,finma-warnings,unauthorized_provider,endowfirm-net
jbgcapital-sa.net,,2025-12-17,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/jbgcapital-sa_net/,finma-warnings,unauthorized_provider,jbgcapital-sa_net
arbitragepartner.com,,2025-12-17,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/arbitragepartner_com/,finma-warnings,unauthorized_provider,arbitragepartner_com
Klarheit Invexa / klarheit-invexa.com,,2025-12-16,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/klarheit-invexa---klarheit-invexa_com/,finma-warnings,unauthorized_provider,klarheit-invexa---klarheit-invexa_com
Admiral Trade / admiral-trade.com / admiral-trade.ai,,2025-12-16,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/admiral-trade---admiral-trade_com/,finma-warnings,unauthorized_provider,admiral-trade---admiral-trade_com
wp-invest.ch,,2025-12-12,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/wp-invest-ch/,finma-warnings,unauthorized_provider,wp-invest-ch
SwissBinero / swissbinero.ch,,2025-12-12,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/swissbinero-swissbinero-ch/,finma-warnings,unauthorized_provider,swissbinero-swissbinero-ch
PrimeUPartner / primeupartner.io,,2025-12-11,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/primeupartner-primeupartner-io/,finma-warnings,unauthorized_provider,primeupartner-primeupartner-io
exremacoai.com/CH/FR12903/,,2025-12-11,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/exremacoai-com-ch-fr12903/,finma-warnings,unauthorized_provider,exremacoai-com-ch-fr12903
Suisse Pay / suisepay.com,,2025-12-11,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/suisse-pay-suisepay-com/,finma-warnings,unauthorized_provider,suisse-pay-suisepay-com
Supreme Bank / supreme-bank.com,,2025-12-11,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/supreme-bank-supreme-bank-com/,finma-warnings,unauthorized_provider,supreme-bank-supreme-bank-com
corpa-ag.ch,,2025-12-04,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/corpa-ag_ch/,finma-warnings,unauthorized_provider,corpa-ag_ch
lucya-ag.com,,2025-12-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/lucya-ag_com/,finma-warnings,unauthorized_provider,lucya-ag_com
Albaswiss / albaswissfx.com,,2025-12-01,Not entered in commercial register,https://www.finma.ch/en/finma-public/warnungen/warning-list/albaswiss---albaswissfx_com/,finma-warnings,unauthorized_provider,albaswiss---albaswissfx_com
